name	*name	szFlavorText	compactsave	version	level	levelreq	rarity	spawnable	speed	nodurability	cost	gamble cost	code	alternategfx	namestr	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	special	Transmogrify	TMogType	TMogMin	TMogMax	useable	throwable	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldesccalc	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HraltiMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	PermStoreItem	multibuy	Nameable	*eol	
mi87	Strong Mana Potion		1				1	1		1	500		mp4	mp4	mp4	16	1	1				flpbpl	invmp4				xxx			1	0	mpot		so237	14	so238			5		1	1								-1	3	st106			128	is26	150					2	ItemStats1q	150				non						255					255					255					255					255					255					255					255					255					255					255					255					255	1	1			255					255					255	1	1			255						xxx	mp5			1	1		0	
mi88	Greater Mana Potion		1				1	1		1	1000		mp5	mp5	mp5	16	1	1				flpbpl	invmp5				xxx			1	0	mpot		so237	14	so238			5		1	1								-1	3	st106			128	is26	250					2	ItemStats1q	250				non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx			1	1		0	
mi89	Chipped Skull		1			1	8	1		1	1000		skc	skc	skc	16	1	1				flpskl	invskc				xxx				0	gemz	gem0	so232	12	so232			5											-1																		skf						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi90	Flawed Skull		1			5	9	1		1	3000		skf	skf	skf	16	1	1				flpskl	invskf				xxx				0	gemz	gem1	so232	12	so232			5											-1																		sku						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi91	Skull		1			12	10	1		1	10000		sku	sku	sku	16	1	1				flpskl	invsku				xxx				0	gemz	gem2	so232	12	so232			5											-1																		skl						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi92	Flawless Skull		1			15	11	1		1	30000		skl	skl	skl	16	1	1				flpskl	invskl				xxx				0	gemz	gg3z	so232	12	so232			5											-1																		skz						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi93	Perfect Skull		1			18	12	1		1	100000		skz	skz	skz	16	1	1				flpskl	invskz				xxx				0	gemz	gg4z	so232	12	so232			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
Expansion	Expansion																																																																																																																																																																						0	
mi94	herb			100	3		3			1	75		hrb	hrb	hrb	16	1	1				flphrb	invhrb				xxx			1	0	herb		so224	12	so224			5		1									-1	9	st17			1000	is67	25											non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi95	Charm Small			100	28		4	1		1	2000	45000	cm1	rld	cm1	16	1	1				flpchm1	invchm				xxx				0	scha		so214	12	so214			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi96	Charm Medium			100	14		8	1		1	1000	38000	cm2	rda	cm2	16	1	2				flpchm2	invwnd				xxx				0	mcha		so214	12	so214			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi97	Charm Large			100	1		12	1		1	600	32000	cm3	rgd	cm3	16	1	3				flpchm3	invsst				xxx				0	lcha		so214	12	so214			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi98	Small Red Potion		1	100			1			1	100		rps	rps	rps	16	1	1				flprps	invrps				xxx			1	0	hpot		so237	14	so238			5				1	5	10					-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi99	Large Red Potion		1	100			1			1	100		rpl	rpl	rpl	16	1	1				flprpl	invrpl				xxx			1	0	hpot		so237	14	so238			5				1	5	10					-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi100	Small Blue Potion		1	100			1			1	100		bps	bps	bps	16	1	1				flpbps	invbps				xxx			1	0	mpot		so237	14	so238			5				1	5	10					-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi101	Large Blue Potion		1	100			1			1	100		bpl	bpl	bpl	16	1	1				flpbpl	invbpl				xxx			1	0	mpot		so237	14	so238			5				1	5	10					-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi102	El		1	100	11	11	1	1		1	560		r01	r01	r01	16	1	1				flprun	invrEl				xxx				0	rune	r01g	so242	12	so242			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi103	Eld		1	100	11	11	1	1		1	560		r02	r02	r02	16	1	1				flprun	invrEld				xxx				0	rune	r02g	so242	12	so242			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi104	Tir		1	100	13	13	2	1		1	1260		r03	r03	r03	16	1	1				flprun	invrTir				xxx				0	rune	r03g	so242	12	so242			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi105	Nef		1	100	13	13	2	1		1	1260		r04	r04	r04	16	1	1				flprun	invrNef				xxx				0	rune	r04g	so242	12	so242			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi106	Eth		1	100	15	15	3	1		1	2240		r05	r05	r05	16	1	1				flprun	invrEth				xxx				0	rune	r05g	so242	12	so242			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi107	Ith		1	100	15	15	3	1		1	2240		r06	r06	r06	16	1	1				flprun	invrIth				xxx				0	rune	r06g	so242	12	so242			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi108	Tal		1	100	17	17	4	1		1	3500		r07	r07	r07	16	1	1				flprun	invrTal				xxx				0	rune	r07g	so242	12	so242			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi109	Ral		1	100	19	19	5	1		1	5040		r08	r08	r08	16	1	1				flprun	invrRal				xxx				0	rune	r08g	so242	12	so242			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi110	Ort		1	100	21	21	6	1		1	6860		r09	r09	r09	16	1	1				flprun	invrOrt				xxx				0	rune	r09g	so242	12	so242			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi111	Thul		1	100	23	23	7	1		1	8960		r10	r10	r10	16	1	1				flprun	invrThul				xxx				0	rune	r10g	so242	12	so242			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi112	Amn		1	100	25	25	8	1		1	11340		r11	r11	r11	16	1	1				flprun	invrAmn				xxx				0	rune	r11g	so242	12	so242			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi113	Sol		1	100	27	27	9	1		1	14000		r12	r12	r12	16	1	1				flprun	invrSol				xxx				0	rune	r12g	so242	12	so242			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi114	Shael		1	100	29	29	10	1		1	16940		r13	r13	r13	16	1	1				flprun	invrShae				xxx				0	rune	r13g	so242	12	so242			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi115	Dol		1	100	31	31	11	1		1	20160		r14	r14	r14	16	1	1				flprun	invrDol				xxx				0	rune	r14g	so242	12	so242			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi116	Hel		1	100	33		12	1		1	1715		r15	r15	r15	16	1	1				flprun	invrHel				xxx				0	rune	r15g	so242	12	so242			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi117	Io		1	100	35	35	13	1		1	27440		r16	r16	r16	16	1	1				flprun	invrIo				xxx				0	rune	r16g	so242	12	so242			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi118	Lum		1	100	37	37	14	1		1	31500		r17	r17	r17	16	1	1				flprun	invrLum				xxx				0	rune	r17g	so242	12	so242			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi119	Ko		1	100	39	39	15	1		1	35840		r18	r18	r18	16	1	1				flprun	invrKo				xxx				0	rune	r18g	so242	12	so242			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi120	Fal		1	100	41	41	16	1		1	40460		r19	r19	r19	16	1	1				flprun	invrFal				xxx				0	rune	r19g	so242	12	so242			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi121	Lem		1	100	43	43	17	1		1	45360		r20	r20	r20	16	1	1				flprun	invrLem				xxx				0	rune	r20g	so242	12	so242			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi122	Pul		1	100	45	45	18	1		1	50540		r21	r21	r21	16	1	1				flprun	invrPul				xxx				0	rune	r21g	so242	12	so242			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi123	Um		1	100	47	47	19	1		1	56000		r22	r22	r22	16	1	1				flprun	invrUm				xxx				0	rune	r22g	so242	12	so242			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi124	Mal		1	100	49	49	20	1		1	61740		r23	r23	r23	16	1	1				flprun	invrMal				xxx				0	rune	r23g	so242	12	so242			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi125	Ist		1	100	51	51	21	1		1	67760		r24	r24	r24	16	1	1				flprun	invrIst				xxx				0	rune	r24g	so242	12	so242			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi126	Gul		1	100	53	53	22	1		1	74060		r25	r25	r25	16	1	1				flprun	invrGul				xxx				0	rune	r25g	so242	12	so242			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi127	Vex		1	100	55	55	23	1		1	80640		r26	r26	r26	16	1	1				flprun	invrVex				xxx				0	rune	r26g	so242	12	so242			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi128	Ohm		1	100	57	57	24	1		1	87500		r27	r27	r27	16	1	1				flprun	invrOhm				xxx				0	rune	r27g	so242	12	so242			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi129	Lo		1	100	59	59	25	1		1	94640		r28	r28	r28	16	1	1				flprun	invrLo				xxx				0	rune	r28g	so242	12	so242			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi130	Sur		1	100	61	61	26	1		1	102060		r29	r29	r29	16	1	1				flprun	invrSur				xxx				0	rune	r29g	so242	12	so242			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi131	Ber		1	100	63	63	27	1		1	109760		r30	r30	r30	16	1	1				flprun	invrBer				xxx				0	rune	r30g	so242	12	so242			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi132	Jah		1	100	65	65	28	1		1	117740		r31	r31	r31	16	1	1				flprun	invrJo				xxx				0	rune	r31g	so242	12	so242			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi133	Cham		1	100	67	67	29	1		1	126000		r32	r32	r32	16	1	1				flprun	invrCham				xxx				0	rune	r32g	so242	12	so242			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi134	Zod		1	100	69	69	30	1		1	134540		r33	r33	r33	16	1	1				flprun	invrZod				xxx				0	rune	r33g	so242	12	so242			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi135	Jewel			100	1		8	1		1	1000		jew	gpw	jew	16	1	1				flpgsw	invgswe				xxx				0	jewl		so226	12	so226			5											-1																		non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi136	ice			100			999			1	10000		ice	scr	ice	16	1	1				flpwps	invxyz				xxx				0	ques		so237	14	so238			5								32	1		-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi137	Scroll			100				1		1	100		0sc	rsc	0sc	16	1	1				flprsc	invrsc				xxx			1	0	scro		so243	10	so243			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi138	Scroll of Malah - Boost Resistances		1	100			999			1			tr2	scr	tr2	16	2	2				flpscr	invscb				xxx			1	0	ques		so243	10	so243	1		5								32	1		-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi139	Pandemonium Key 1			100			1			1	99999		pk1	key	pk1	16	1	2				flpmph	invmph				xxx				0	ubr		so227	12	so227			5				1	1	50	1				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi140	Pandemonium Key 2			100			1			1	99999		pk2	key	pk2	16	1	2				flpmph	invmph				xxx				0	ubr		so227	12	so227			5				1	1	50	1				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi141	Pandemonium Key 3			100			1			1	99999		pk3	key	pk3	16	1	2				flpmph	invmph				xxx				0	ubr		so227	12	so227			5				1	1	50	1				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi142	Diablo's Horn			100			1			1	80		dhn	fng	dhn	16	1	1				flpfang	invfang				xxx				0	ubr	ubor	so232	12	so232			5				1	1	50	1				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi143	Baal's Eye			109			1			1	80		bey	eyz	bey	16	1	1				flpeye	inveye				xxx				0	ubr	ubor	so232	12	so232			5				1	1	50	1				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi144	Mephisto's Brain			100			1			1	80		mbr	brz	mbr	16	1	1				flpbrnz	invbrnz				xxx				0	ubr	ubor	so232	12	so232			5				1	1	50	1				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi145	Token of Absolution			100				1		1	10		toa	toa	toa	16	1	1				flprun	invtoa				xxx			1	0	ubr		so205	14	so207			5											-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi146	Twisted Essence of Suffering			100			1			1	10000		tes	fng	tes	16	1	1				flpgsb	invtes				xxx				0	ubr		so240	12	so240			5				1	1	50	1				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi147	Charged Essense of Hatred			100			1			1	10000		ceh	eyz	ceh	16	1	1				flpgsy	invceh				xxx				0	ubr		so240	12	so240			5				1	1	50	1				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi148	Burning Essence of Terror			100			1			1	10000		bet	fng	bet	16	1	1				flpgsr	invbet				xxx				0	ubr		so240	12	so240			5				1	1	50	1				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi149	Festering Essence of Destruction			100			1			1	10000		fed	brz	fed	16	1	1				flpgsg	invfed				xxx				0	ubr		so240	12	so240			5				1	1	50	1				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi150	Standard			100	90	90	4	1		1	2000		std	flg	std	16	1	1				flpflag	invflag				xxx				0	ques		so214	12	so214			5				1	1	50	1				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi151	Worldstone Shard			100	60		1	1		1	50		wss	wss	wss	16	1	1				flpwss	invwss				xxx				0	corr		so240	12	so240			5				1	1	50	1				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi152	Imbue Magic			100			1	1		1	50000		imma	imma	imma	16	1	1				flpgsb	invimma				xxx				0	imma		so205	14	so217			5				1	1	50	1				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	1			255					255						xxx	xxx			1	1		0	
mi153	Imbue Random			100			1	1		1	100000		imrn	imrn	imrn	16	1	1				flpwss	invimrn				xxx				0	imrn		so205	14	so217			5				1	1	50	1				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx			1	1		0	
mi154	Imbue Rare			100			1	1		1	200000		imra	imra	imra	16	1	1				flpgsy	invimra				xxx				0	imra		so205	14	so217			5				1	1	50	1				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	1			255					255						xxx	xxx			1	1		0	
mi155	Reroll Rare			100			1	1		1	150000		rera	rera	rera	16	1	1				flpgsw	invrera				xxx				0	rera		so205	14	so217			5				1	1	50	1				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	1			255					255						xxx	xxx			1	1		0	
mi156	Scour			100			1	1		1	25000		scou	scou	scou	16	1	1				flpgsr	invscou				xxx				0	scou		so205	14	so217			5				1	1	50	1				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	1			255					255						xxx	xxx			1	1		0	
mi157	Upgrade Mag			100			1	1		1	100000		upma	upma	upma	16	1	1				flpgsb	invupma				xxx				0	upma		so205	14	so217			5				1	1	50	1				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	1			255					255						xxx	xxx			1	1		0	
mi158	Upgrade Map			100			1	1		1	200000		upmp	upmp	upmp	16	1	1				flpgsw	invcar				xxx				0	upmp		so205	14	so217			5				1	1	50	1				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	1			255					255						xxx	xxx			1	1		0	
mi159	Dungeon Scarab			100	87		1	1		1	10		scrb	scrb	scrb	16	1	1				flpgsy	scarab				xxx				0	scrb		so205	14	so217			5											-1												1	ScarabDesc					non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi160	Puzzlebox			100	80		1	1		1	50		lbox	lbox	lbox	16	1	1				flpbox	invlbox				xxx				0	lbox		so240	12	so240			5				1	1	50	1				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi161	Flawless Amethyst Stack					15	5	1		1	10		gzvs	gzvs	gzv	16	1	1				flpgsv	invgsvds				xxx				0	gg3a	gsm3	so217	12	so217			5				1	1	50	1				-1																		gpvs						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi162	Perfect Amethyst Stack					18	6	1		1	10		gpvs	gpvs	gpv	16	1	1				flpgsv	invgsves				xxx				0	gg4a	gsm4	so217	12	so217			5				1	1	50	1				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi163	Flawless Topaz Stack					15	6	1		1	10		glys	glys	gly	16	1	1				flpgsy	invgsyds				xxx				0	gg3t	gsm3	so217	12	so217			5				1	1	50	1				-1																		gpys						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi164	Perfect Topaz Stack					18	7	1		1	10		gpys	gpys	gpy	16	1	1				flpgsy	invgsyes				xxx				0	gg4t	gsm4	so217	12	so217			5				1	1	50	1				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi165	Flawless Saphire Stack					15	7	1		1	10		glbs	glbs	glb	16	1	1				flpgsb	invgsbds				xxx				0	gg3s	gsm3	so217	12	so217			5				1	1	50	1				-1																		gpbs						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi166	Perfect Saphire Stack					18	8	1		1	10		gpbs	gpbs	gpb	16	1	1				flpgsb	invgsbes				xxx				0	gg4s	gsm4	so217	12	so217			5				1	1	50	1				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi167	Flawless Emerald Stack					15	8	1		1	10		glgs	glgs	glg	16	1	1				flpgsg	invgsgds				xxx				0	gg3e	gsm3	so217	12	so217			5				1	1	50	1				-1																		gpgs						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi168	Perfect Emerald Stack					18	9	1		1	10		gpgs	gpgs	gpg	16	1	1				flpgsg	invgsges				xxx				0	gg4e	gsm4	so217	12	so217			5				1	1	50	1				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi169	Flawless Ruby Stack					15	9	1		1	10		glrs	glrs	glr	16	1	1				flpgsr	invgsrds				xxx				0	gg3r	gsm3	so217	12	so217			5				1	1	50	1				-1																		gprs						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi170	Perfect Ruby Stack					18	10	1		1	10		gprs	gprs	gpr	16	1	1				flpgsr	invgsres				xxx				0	gg4r	gsm4	so217	12	so217			5				1	1	50	1				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi171	Flawless Diamond Stack					15	10	1		1	10		glws	glws	glw	16	1	1				flpgsw	invgswds				xxx				0	gg3d	gsm3	so217	12	so217			5				1	1	50	1				-1																		gpws						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi172	Perfect Diamond Stack					18	11	1		1	10		gpws	gpws	gpw	16	1	1				flpgsw	invgswes				xxx				0	gg4d	gsm4	so217	12	so217			5				1	1	50	1				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi173	Flawless Skull Stack					15	11	1		1	10		skls	skls	skl	16	1	1				flpskl	invskls				xxx				0	gg3z	gsm3	so232	12	so232			5				1	1	50	1				-1																		skzs						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi174	Perfect Skull Stack					18	12	1		1	10		skzs	skzs	skz	16	1	1				flpskl	invskzs				xxx				0	gg4z	gsm4	so232	12	so232			5				1	1	50	1				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi175	El			100	11	11	1	1		1	560		r01s	r01s	r01	16	1	1				flprun	invrsEl				xxx				0	runs	r01g	so242	12	so242			5				1	1	50	1				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi176	Eld			100	11	11	1	1		1	560		r02s	r02s	r02	16	1	1				flprun	invrsEld				xxx				0	runs	r02g	so242	12	so242			5				1	1	50	1				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi177	Tir			100	13	13	2	1		1	1260		r03s	r03s	r03	16	1	1				flprun	invrsTir				xxx				0	runs	r03g	so242	12	so242			5				1	1	50	1				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi178	Nef			100	13	13	2	1		1	1260		r04s	r04s	r04	16	1	1				flprun	invrsNef				xxx				0	runs	r04g	so242	12	so242			5				1	1	50	1				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi179	Eth			100	15	15	3	1		1	2240		r05s	r05s	r05	16	1	1				flprun	invrsEth				xxx				0	runs	r05g	so242	12	so242			5				1	1	50	1				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi180	Ith			100	15	15	3	1		1	2240		r06s	r06s	r06	16	1	1				flprun	invrsIth				xxx				0	runs	r06g	so242	12	so242			5				1	1	50	1				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi181	Tal			100	17	17	4	1		1	3500		r07s	r07s	r07	16	1	1				flprun	invrsTal				xxx				0	runs	r07g	so242	12	so242			5				1	1	50	1				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi182	Ral			100	19	19	5	1		1	5040		r08s	r08s	r08	16	1	1				flprun	invrsRal				xxx				0	runs	r08g	so242	12	so242			5				1	1	50	1				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi183	Ort			100	21	21	6	1		1	6860		r09s	r09s	r09	16	1	1				flprun	invrsOrt				xxx				0	runs	r09g	so242	12	so242			5				1	1	50	1				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi184	Thul			100	23	23	7	1		1	8960		r10s	r10s	r10	16	1	1				flprun	invrsThul				xxx				0	runs	r10g	so242	12	so242			5				1	1	50	1				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi185	Amn			100	25	25	8	1		1	11340		r11s	r11s	r11	16	1	1				flprun	invrsAmn				xxx				0	runs	r11g	so242	12	so242			5				1	1	50	1				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
