Name	Def	LevelId	Populate	Logicals	Outdoors	Animate	KillEdge	FillBlanks	SizeX	SizeY	AutoMap	Scan	Pops	PopPad	Files	File1	File2	File3	File4	File5	File6	Dt1Mask	Beta	Expansion
lp207	207		1	1				1	12	12					4	Act1/Barracks/JailE.ds1	Act1/Barracks/JailE2.ds1	Act1/Barracks/JailE3.ds1	Act1/Barracks/JailE4.ds1	0	0	107	0	
lp208	208		1	1				1	12	12					4	Act1/Barracks/JailEW.ds1	Act1/Barracks/JailEW2.ds1	Act1/Barracks/JailEW3.ds1	Act1/Barracks/JailEW4.ds1	0	0	107	0	
lp209	209		1	1				1	12	12					4	Act1/Barracks/JailS.ds1	Act1/Barracks/JailS2.ds1	Act1/Barracks/JailS3.ds1	Act1/Barracks/JailS4.ds1	0	0	107	0	
lp210	210		1	1				1	12	12					4	Act1/Barracks/JailSW.ds1	Act1/Barracks/JailSW2.ds1	Act1/Barracks/JailSW3.ds1	Act1/Barracks/JailSW4.ds1	0	0	107	0	
lp211	211		1	1				1	12	12					4	Act1/Barracks/JailSE.ds1	Act1/Barracks/JailSE2.ds1	Act1/Barracks/JailSE3.ds1	Act1/Barracks/JailSE4.ds1	0	0	107	0	
lp212	212		1	1				1	12	12					4	Act1/Barracks/JailSEW.ds1	Act1/Barracks/JailSEW2.ds1	Act1/Barracks/JailSEW3.ds1	Act1/Barracks/JailSEW4.ds1	0	0	107	0	
lp213	213		1	1				1	12	12					4	Act1/Barracks/JailN.ds1	Act1/Barracks/JailN2.ds1	Act1/Barracks/JailN3.ds1	Act1/Barracks/JailN4.ds1	0	0	107	0	
lp214	214		1	1				1	12	12					4	Act1/Barracks/JailNW.ds1	Act1/Barracks/JailNW2.ds1	Act1/Barracks/JailNW3.ds1	Act1/Barracks/JailNW4.ds1	0	0	107	0	
lp215	215		1	1				1	12	12					4	Act1/Barracks/JailNE.ds1	Act1/Barracks/JailNE2.ds1	Act1/Barracks/JailNE3.ds1	Act1/Barracks/JailNE4.ds1	0	0	107	0	
lp216	216		1	1				1	12	12					4	Act1/Barracks/JailNEW.ds1	Act1/Barracks/JailNEW2.ds1	Act1/Barracks/JailNEW3.ds1	Act1/Barracks/JailNEW4.ds1	0	0	107	0	
lp217	217		1	1				1	12	12					4	Act1/Barracks/JailNS.ds1	Act1/Barracks/JailNS2.ds1	Act1/Barracks/JailNS3.ds1	Act1/Barracks/JailNS4.ds1	0	0	107	0	
lp218	218		1	1				1	12	12					4	Act1/Barracks/JailNSW.ds1	Act1/Barracks/JailNSW2.ds1	Act1/Barracks/JailNSW3.ds1	Act1/Barracks/JailNSW4.ds1	0	0	107	0	
lp219	219		1	1				1	12	12					4	Act1/Barracks/JailNSE.ds1	Act1/Barracks/JailNSE2.ds1	Act1/Barracks/JailNSE3.ds1	Act1/Barracks/JailNSE4.ds1	0	0	107	0	
lp220	220		1	1				1	12	12					5	Act1/Barracks/JailNSEW.ds1	Act1/Barracks/JailNSEW2.ds1	Act1/Barracks/JailNSEW3.ds1	Act1/Barracks/JailNSEW4.ds1	Act1/Barracks/JailNSEWSecret.ds1	0	107	0	
lp221	221		1	1				1	12	12					1	Act1/Barracks/JailWTheme.ds1	0	0	0	0	0	107	0	
lp222	222		1	1				1	12	12					1	Act1/Barracks/JailETheme.ds1	0	0	0	0	0	107	0	
lp223	223		1	1				1	12	12					1	Act1/Barracks/JailEWTheme.ds1	0	0	0	0	0	107	0	
lp224	224		1	1				1	12	12					1	Act1/Barracks/JailSTheme.ds1	0	0	0	0	0	107	0	
lp225	225		1	1				1	12	12					1	Act1/Barracks/JailSWTheme.ds1	0	0	0	0	0	107	0	
lp226	226		1	1				1	12	12			1		1	Act1/Barracks/JailSETheme.ds1	0	0	0	0	0	107	0	
lp227	227		1	1				1	12	12					1	Act1/Barracks/JailSEWTheme.ds1	0	0	0	0	0	107	0	
lp228	228		1	1				1	12	12					1	Act1/Barracks/JailNTheme.ds1	0	0	0	0	0	107	0	
lp229	229		1	1				1	12	12					1	Act1/Barracks/JailNWTheme.ds1	0	0	0	0	0	107	0	
lp230	230		1	1				1	12	12					1	Act1/Barracks/JailNETheme.ds1	0	0	0	0	0	107	0	
lp231	231		1	1				1	12	12					1	Act1/Barracks/JailNEWTheme.ds1	0	0	0	0	0	107	0	
lp232	232		1	1				1	12	12					1	Act1/Barracks/JailNSTheme.ds1	0	0	0	0	0	107	0	
lp233	233		1	1				1	12	12					1	Act1/Barracks/JailNSWTheme.ds1	0	0	0	0	0	107	0	
lp234	234		1	1				1	12	12					1	Act1/Barracks/JailNSETheme.ds1	0	0	0	0	0	107	0	
lp235	235		1	1				1	12	12					1	Act1/Barracks/JailNSEWTheme.ds1	0	0	0	0	0	107	0	
lp236	236		1	1				1	12	12		1			1	Act1/Barracks/JailWWarpPrev.ds1	0	0	0	0	0	367	0	
lp237	237		1	1				1	12	12		1			1	Act1/Barracks/JailEWarpPrev.ds1	0	0	0	0	0	367	0	
lp238	238		1	1				1	12	12		1			1	Act1/Barracks/JailSWarpPrev.ds1	0	0	0	0	0	367	0	
lp239	239		1	1				1	12	12		1			1	Act1/Barracks/JailNWarpPrev.ds1	0	0	0	0	0	367	0	
lp240	240		1	1				1	12	12		1			1	Act1/Barracks/JailWWarpNext.ds1	0	0	0	0	0	367	0	
lp241	241		1	1				1	12	12		1			1	Act1/Barracks/JailEWarpNext.ds1	0	0	0	0	0	367	0	
lp242	242		1	1				1	12	12		1			1	Act1/Barracks/JailSWarpNext.ds1	0	0	0	0	0	367	0	
lp243	243		1	1				1	12	12		1			1	Act1/Barracks/JailNWarpNext.ds1	0	0	0	0	0	367	0	
lp244	244		1	1				1	12	12		1			1	Act1/Barracks/JailWWarpCath.ds1	0	0	0	0	0	367	0	
lp245	245		1	1				1	12	12		1			1	Act1/Barracks/JailEWarpCath.ds1	0	0	0	0	0	367	0	
lp246	246		1	1				1	12	12		1			1	Act1/Barracks/JailSWarpCath.ds1	0	0	0	0	0	367	0	
lp247	247		1	1				1	12	12		1			1	Act1/Barracks/JailNWarpCath.ds1	0	0	0	0	0	367	0	
lp248	248		1	1				1	12	12		1			1	Act1/Barracks/JailWWay.ds1	0	0	0	0	0	107	0	
lp249	249		1	1				1	12	12		1			1	Act1/Barracks/JailEWay.ds1	0	0	0	0	0	107	0	
lp250	250		1	1				1	12	12		1			1	Act1/Barracks/JailSWay.ds1	0	0	0	0	0	107	0	
lp251	251		1	1				1	12	12		1			1	Act1/Barracks/JailNWay.ds1	0	0	0	0	0	107	0	
lp252	252		1	1				1	12	12		1			1	Act1/Barracks/JailWPitspawn.ds1	0	0	0	0	0	107	0	
lp253	253		1	1				1	12	12		1			1	Act1/Barracks/JailEPitspawn.ds1	0	0	0	0	0	107	0	
lp254	254		1	1				1	12	12		1			1	Act1/Barracks/JailSPitspawn.ds1	0	0	0	0	0	107	0	
lp255	255		1	1				1	12	12		1			1	Act1/Barracks/JailNPitspawn.ds1	0	0	0	0	0	107	0	
lp256	256	32	1	1	1			1				1			1	Act1/Court/Cat_Court.ds1	0	0	0	0	0	783	0	
lp257	257	33	1	1				1				1			1	Act1/Cathedrl/Cathy3.ds1	0	0	0	0	0	511	0	
lp258	258		1	1				1	12	12					4	Act1/Catacomb/CatW.ds1	Act1/Catacomb/CatW2.ds1	Act1/Catacomb/CatW3.ds1	Act1/Catacomb/CatW4.ds1	0	0	17	0	
lp259	259		1	1				1	12	12					4	Act1/Catacomb/CatE.ds1	Act1/Catacomb/CatE2.ds1	Act1/Catacomb/CatE3.ds1	Act1/Catacomb/CatE4.ds1	0	0	17	0	
lp260	260		1	1				1	12	12					4	Act1/Catacomb/CatEW.ds1	Act1/Catacomb/CatEW2.ds1	Act1/Catacomb/CatEW3.ds1	Act1/Catacomb/CatEW4.ds1	0	0	17	0	
lp261	261		1	1				1	12	12					4	Act1/Catacomb/CatS.ds1	Act1/Catacomb/CatS2.ds1	Act1/Catacomb/CatS3.ds1	Act1/Catacomb/CatS4.ds1	0	0	17	0	
lp262	262		1	1				1	12	12					4	Act1/Catacomb/CatSW.ds1	Act1/Catacomb/CatSW2.ds1	Act1/Catacomb/CatSW3.ds1	Act1/Catacomb/CatSW4.ds1	0	0	17	0	
lp263	263		1	1				1	12	12					4	Act1/Catacomb/CatSE.ds1	Act1/Catacomb/CatSE2.ds1	Act1/Catacomb/CatSE3.ds1	Act1/Catacomb/CatSE4.ds1	0	0	17	0	
lp264	264		1	1				1	12	12					4	Act1/Catacomb/CatSEW.ds1	Act1/Catacomb/CatSEW2.ds1	Act1/Catacomb/CatSEW3.ds1	Act1/Catacomb/CatSEW4.ds1	0	0	17	0	
lp265	265		1	1				1	12	12					4	Act1/Catacomb/CatN.ds1	Act1/Catacomb/CatN2.ds1	Act1/Catacomb/CatN3.ds1	Act1/Catacomb/CatN4.ds1	0	0	17	0	
lp266	266		1	1				1	12	12					4	Act1/Catacomb/CatNW.ds1	Act1/Catacomb/CatNW2.ds1	Act1/Catacomb/CatNW3.ds1	Act1/Catacomb/CatNW4.ds1	0	0	17	0	
lp267	267		1	1				1	12	12					4	Act1/Catacomb/CatNE.ds1	Act1/Catacomb/CatNE2.ds1	Act1/Catacomb/CatNE3.ds1	Act1/Catacomb/CatNE4.ds1	0	0	17	0	
lp268	268		1	1				1	12	12					4	Act1/Catacomb/CatNEW.ds1	Act1/Catacomb/CatNEW2.ds1	Act1/Catacomb/CatNEW3.ds1	Act1/Catacomb/CatNEW4.ds1	0	0	17	0	
lp269	269		1	1				1	12	12					4	Act1/Catacomb/CatNS.ds1	Act1/Catacomb/CatNS2.ds1	Act1/Catacomb/CatNS3.ds1	Act1/Catacomb/CatNS4.ds1	0	0	17	0	
lp270	270		1	1				1	12	12					4	Act1/Catacomb/CatNSW.ds1	Act1/Catacomb/CatNSW2.ds1	Act1/Catacomb/CatNSW3.ds1	Act1/Catacomb/CatNSW4.ds1	0	0	17	0	
lp271	271		1	1				1	12	12					4	Act1/Catacomb/CatNSE.ds1	Act1/Catacomb/CatNSE2.ds1	Act1/Catacomb/CatNSE3.ds1	Act1/Catacomb/CatNSE4.ds1	0	0	17	0	
lp272	272		1	1				1	12	12					4	Act1/Catacomb/CatNSEW.ds1	Act1/Catacomb/CatNSEW2.ds1	Act1/Catacomb/CatNSEW3.ds1	Act1/Catacomb/CatNSEW4.ds1	0	0	17	0	
lp273	273		1	1				1	12	12					1	Act1/Catacomb/CatWTheme1.ds1	0	0	0	0	0	17	0	
lp274	274		1	1				1	12	12					1	Act1/Catacomb/CatETheme1.ds1	0	0	0	0	0	17	0	
lp275	275		1	1				1	12	12					1	Act1/Catacomb/CatEWTheme1.ds1	0	0	0	0	0	17	0	
lp276	276		1	1				1	12	12					1	Act1/Catacomb/CatSTheme1.ds1	0	0	0	0	0	17	0	
lp277	277		1	1				1	12	12					1	Act1/Catacomb/CatSWTheme1.ds1	0	0	0	0	0	17	0	
lp278	278		1	1				1	12	12					1	Act1/Catacomb/CatSETheme1.ds1	0	0	0	0	0	17	0	
lp279	279		1	1				1	12	12					1	Act1/Catacomb/CatSEWTheme1.ds1	0	0	0	0	0	17	0	
lp280	280		1	1				1	12	12					1	Act1/Catacomb/CatNTheme1.ds1	0	0	0	0	0	17	0	
lp281	281		1	1				1	12	12					1	Act1/Catacomb/CatNWTheme1.ds1	0	0	0	0	0	17	0	
lp282	282		1	1				1	12	12					1	Act1/Catacomb/CatNETheme1.ds1	0	0	0	0	0	17	0	
lp283	283		1	1				1	12	12					1	Act1/Catacomb/CatNEWTheme1.ds1	0	0	0	0	0	17	0	
lp284	284		1	1				1	12	12					1	Act1/Catacomb/CatNSTheme1.ds1	0	0	0	0	0	17	0	
lp285	285		1	1				1	12	12					1	Act1/Catacomb/CatNSWTheme1.ds1	0	0	0	0	0	17	0	
lp286	286		1	1				1	12	12					1	Act1/Catacomb/CatNSETheme1.ds1	0	0	0	0	0	17	0	
lp287	287		1	1				1	12	12					1	Act1/Catacomb/CatNSEWTheme1.ds1	0	0	0	0	0	17	0	
lp288	288		1	1				1	12	12		1			4	Act1/Catacomb/CatEWUp.ds1	Act1/Catacomb/CatEWUp2.ds1	Act1/Catacomb/CatEWUp3.ds1	Act1/Catacomb/CatEWUp4.ds1	0	0	25	0	
lp289	289		1	1				1	12	12		1			4	Act1/Catacomb/CatNSUp.ds1	Act1/Catacomb/CatNSUp2.ds1	Act1/Catacomb/CatNSUp3.ds1	Act1/Catacomb/CatNSUp4.ds1	0	0	25	0	
lp290	290		1	1				1	12	12		1			1	Act1/Catacomb/CatNSEWExit.ds1	0	0	0	0	0	19	0	
lp291	291		1	1				1	12	12		1			2	Act1/Catacomb/CatWDown.ds1	Act1/Catacomb/CatWDown2.ds1	0	0	0	0	21	0	
lp292	292		1	1				1	12	12		1			2	Act1/Catacomb/CatEDown.ds1	Act1/Catacomb/CatEDown2.ds1	0	0	0	0	21	0	
lp293	293		1	1				1	12	12		1			2	Act1/Catacomb/CatSDown.ds1	Act1/Catacomb/CatSDown2.ds1	0	0	0	0	21	0	
lp294	294		1	1				1	12	12		1			2	Act1/Catacomb/CatNDown.ds1	Act1/Catacomb/CatNDown2.ds1	0	0	0	0	21	0	
lp295	295		1	1				1	12	12		1			1	Act1/Catacomb/CatWWay.ds1	0	0	0	0	0	17	0	
lp296	296		1	1				1	12	12		1			1	Act1/Catacomb/CatEWay.ds1	0	0	0	0	0	17	0	
lp297	297		1	1				1	12	12		1			1	Act1/Catacomb/CatSWay.ds1	0	0	0	0	0	17	0	
lp298	298		1	1				1	12	12		1			1	Act1/Catacomb/CatNWay.ds1	0	0	0	0	0	17	0	
lp299	299	37	1	1				1				1			1	Act1/Catacomb/Andy3.ds1	0	0	0	0	0	57	0	
lp300	300	38	1		1			1				1			1	Act1/Tristram/Tri_Town4.ds1	0	0	0	0	0	63	0	
lp301	301	40	1		1			1			1	1	3			0	Act2/Town/LutW.ds1	Act2/Town/LutN.ds1	0	0	0	8191	0	
lp302	302		1				1	1	12	12					2	Act2/Sewer/SewW.ds1	Act2/Sewer/SewW2.ds1	0	0	0	0	3	0	
lp303	303		1				1	1	12	12					2	Act2/Sewer/SewE.ds1	Act2/Sewer/SewE2.ds1	0	0	0	0	3	0	
lp304	304		1				1	1	12	12					2	Act2/Sewer/SewEW.ds1	Act2/Sewer/SewEW2.ds1	0	0	0	0	3	0	
lp305	305		1				1	1	12	12					2	Act2/Sewer/SewS.ds1	Act2/Sewer/SewS2.ds1	0	0	0	0	3	0	
lp306	306		1				1	1	12	12					2	Act2/Sewer/SewSW.ds1	Act2/Sewer/SewSW2.ds1	0	0	0	0	3	0	
lp307	307		1				1	1	12	12					2	Act2/Sewer/SewSE.ds1	Act2/Sewer/SewSE2.ds1	0	0	0	0	3	0	
lp308	308		1				1	1	12	12					2	Act2/Sewer/SewSEW.ds1	Act2/Sewer/SewSEW2.ds1	0	0	0	0	3	0	
lp309	309		1				1	1	12	12					2	Act2/Sewer/SewN.ds1	Act2/Sewer/SewN2.ds1	0	0	0	0	3	0	
lp310	310		1				1	1	12	12					2	Act2/Sewer/SewNW.ds1	Act2/Sewer/SewNW2.ds1	0	0	0	0	3	0	
lp311	311		1				1	1	12	12					2	Act2/Sewer/SewNE.ds1	Act2/Sewer/SewNE2.ds1	0	0	0	0	3	0	
lp312	312		1				1	1	12	12					2	Act2/Sewer/SewNEW.ds1	Act2/Sewer/SewNEW2.ds1	0	0	0	0	3	0	
lp313	313		1				1	1	12	12					2	Act2/Sewer/SewNS.ds1	Act2/Sewer/SewNS2.ds1	0	0	0	0	3	0	
lp314	314		1				1	1	12	12					2	Act2/Sewer/SewNSW.ds1	Act2/Sewer/SewNSW2.ds1	0	0	0	0	3	0	
lp315	315		1				1	1	12	12					2	Act2/Sewer/SewNSE.ds1	Act2/Sewer/SewNSE2.ds1	0	0	0	0	3	0	
lp316	316		1				1	1	12	12					2	Act2/Sewer/SewNSEW.ds1	Act2/Sewer/SewNSEW2.ds1	0	0	0	0	3	0	
lp317	317		1				1	1	12	12					1	Act2/Sewer/SewWTheme.ds1	0	0	0	0	0	11	0	
lp318	318		1				1	1	12	12					1	Act2/Sewer/SewETheme.ds1	0	0	0	0	0	11	0	
lp319	319		1				1	1	12	12					1	Act2/Sewer/SewEWTheme.ds1	0	0	0	0	0	11	0	
lp320	320		1				1	1	12	12					1	Act2/Sewer/SewSTheme.ds1	0	0	0	0	0	11	0	
lp321	321		1				1	1	12	12					1	Act2/Sewer/SewSWTheme.ds1	0	0	0	0	0	11	0	
lp322	322		1				1	1	12	12					1	Act2/Sewer/SewSETheme.ds1	0	0	0	0	0	11	0	
lp323	323		1				1	1	12	12					1	Act2/Sewer/SewSEWTheme.ds1	0	0	0	0	0	11	0	
lp324	324		1				1	1	12	12					1	Act2/Sewer/SewNTheme.ds1	0	0	0	0	0	11	0	
lp325	325		1				1	1	12	12					1	Act2/Sewer/SewNWTheme.ds1	0	0	0	0	0	11	0	
lp326	326		1				1	1	12	12					1	Act2/Sewer/SewNETheme.ds1	0	0	0	0	0	11	0	
lp327	327		1				1	1	12	12					1	Act2/Sewer/SewNEWTheme.ds1	0	0	0	0	0	11	0	
lp328	328		1				1	1	12	12					1	Act2/Sewer/SewNSTheme.ds1	0	0	0	0	0	11	0	
lp329	329		1				1	1	12	12					1	Act2/Sewer/SewNSWTheme.ds1	0	0	0	0	0	11	0	
lp330	330		1				1	1	12	12					1	Act2/Sewer/SewNSETheme.ds1	0	0	0	0	0	11	0	
lp331	331		1				1	1	12	12					1	Act2/Sewer/SewNSEWTheme.ds1	0	0	0	0	0	11	0	
lp332	332		1				1	1	12	12		1			1	Act2/Sewer/SewWUp.ds1	0	0	0	0	0	3	0	
lp333	333		1				1	1	12	12		1			1	Act2/Sewer/SewEUp.ds1	0	0	0	0	0	3	0	
lp334	334		1				1	1	12	12		1			1	Act2/Sewer/SewSUp.ds1	0	0	0	0	0	3	0	
lp335	335		1				1	1	12	12		1			1	Act2/Sewer/SewNUp.ds1	0	0	0	0	0	3	0	
lp336	336		1				1	1	12	12		1			2	Act2/Sewer/SewNSDock.ds1	Act2/Sewer/SewNSDock2.ds1	0	0	0	0	3	0	
lp337	337		1				1	1	12	12		1			1	Act2/Sewer/SewWDown.ds1	0	0	0	0	0	3	0	
lp338	338		1				1	1	12	12		1			1	Act2/Sewer/SewEDown.ds1	0	0	0	0	0	3	0	
lp339	339		1				1	1	12	12		1			1	Act2/Sewer/SewSDown.ds1	0	0	0	0	0	3	0	
lp340	340		1				1	1	12	12		1			1	Act2/Sewer/SewNDown.ds1	0	0	0	0	0	3	0	
lp341	341		1				1	1	12	12					1	Act2/Sewer/SewWRad.ds1	0	0	0	0	0	15	0	
lp342	342		1				1	1	12	12					1	Act2/Sewer/SewERad.ds1	0	0	0	0	0	15	0	
lp343	343		1				1	1	12	12					1	Act2/Sewer/SewSRad.ds1	0	0	0	0	0	15	0	
lp344	344		1				1	1	12	12					1	Act2/Sewer/SewNRad.ds1	0	0	0	0	0	15	0	
lp345	345		1				1	1	12	12		1			1	Act2/Sewer/SewWWaypoint.ds1	0	0	0	0	0	15	0	
lp346	346		1				1	1	12	12		1			1	Act2/Sewer/SewEWaypoint.ds1	0	0	0	0	0	15	0	
lp347	347		1				1	1	12	12		1			1	Act2/Sewer/SewSWaypoint.ds1	0	0	0	0	0	15	0	
lp348	348		1				1	1	12	12		1			1	Act2/Sewer/SewNWaypoint.ds1	0	0	0	0	0	15	0	
lp349	349		1				1	1	12	12		1			1	Act2/Sewer/SewWCon.ds1	0	0	0	0	0	3	0	
lp350	350		1				1	1	12	12		1			1	Act2/Sewer/SewECon.ds1	0	0	0	0	0	3	0	
lp351	351		1				1	1	12	12		1			1	Act2/Sewer/SewSCon.ds1	0	0	0	0	0	3	0	
lp352	352		1				1	1	12	12		1			1	Act2/Sewer/SewNCon.ds1	0	0	0	0	0	3	0	
lp353	353	50	1	1				1				1			1	Act2/Palace/Harem2.ds1	0	0	0	0	0	79	0	
lp354	354		1	1				1	16	16		1			2	Act2/Palace/SubNE.ds1	Act2/Palace/SubNE2.ds1	0	0	0	0	121	0	
lp355	355		1	1				1	16	16		1			2	Act2/Palace/SubSE.ds1	Act2/Palace/SubSE2.ds1	0	0	0	0	121	0	
lp356	356		1	1				1	16	16		1			2	Act2/Palace/SubSW.ds1	Act2/Palace/SubSW2.ds1	0	0	0	0	121	0	
lp357	357		1	1				1	16	16		1			2	Act2/Palace/SubNW.ds1	Act2/Palace/SubNW2.ds1	0	0	0	0	121	0	
lp358	358		1	1				1	16	16		1			2	Act2/Palace/CelNE.ds1	Act2/Palace/CelNE2.ds1	Act2/Palace/CelNEWaypoint.ds1	0	0	0	67	0	
lp359	359		1	1				1	16	16		1			2	Act2/Palace/CelSE.ds1	Act2/Palace/CelSE2.ds1	Act2/Palace/CelSEWaypoint.ds1	Act2/Palace/CelSE3.ds1	0	0	67	0	
lp360	360		1	1				1	16	16		1			2	Act2/Palace/CelSW.ds1	Act2/Palace/CelSW2.ds1	Act2/Palace/CelSWWaypoint.ds1	0	0	0	67	0	
lp361	361		1	1				1	16	16		1			2	Act2/Palace/CelNW.ds1	Act2/Palace/CelNW2.ds1	Act2/Palace/CelNWWaypoint.ds1	Act2/Palace/CelNW3.ds1	0	0	67	0	
lp362	362		1		1		1	1	8	56					1	Act2/Town/TransW2.ds1	0	0	0	0	0	1577217	0	
lp363	363		1		1		1	1	56	8					1	Act2/Town/TransN1.ds1	0	0	0	0	0	1577217	0	
lp364	364				1		1	1	8	8					1	Act2/Outdoors/edge1.ds1	0	0	0	0	0	1573123	0	
lp365	365				1		1	1	8	8					1	Act2/Outdoors/edge2.ds1	0	0	0	0	0	1573123	0	
lp366	366				1		1	1	8	8					1	Act2/Outdoors/edge3.ds1	0	0	0	0	0	1573123	0	
lp367	367				1		1	1	8	8					1	Act2/Outdoors/edge4.ds1	0	0	0	0	0	1573123	0	
lp368	368				1		1	1	8	8					1	Act2/Outdoors/edge5.ds1	0	0	0	0	0	1573123	0	
lp369	369				1		1	1	8	8					1	Act2/Outdoors/edge6.ds1	0	0	0	0	0	1573123	0	
lp370	370				1		1	1	8	8					1	Act2/Outdoors/edge7.ds1	0	0	0	0	0	1573123	0	
lp371	371				1		1	1	8	8					1	Act2/Outdoors/edge8.ds1	0	0	0	0	0	1573123	0	
lp372	372				1		1	1	8	8					1	Act2/Outdoors/edge9.ds1	0	0	0	0	0	1573123	0	
lp373	373				1		1	1	8	8					1	Act2/Outdoors/edge10.ds1	0	0	0	0	0	1573123	0	
lp374	374				1		1	1	8	8					1	Act2/Outdoors/edge11.ds1	0	0	0	0	0	1573123	0	
lp375	375				1		1	1	8	8					1	Act2/Outdoors/edge12.ds1	0	0	0	0	0	1573123	0	
lp376	376				1		1	1	16	8						0	Act2/BigCliff/CliffRU.ds1	Act2/BigCliff/CliffRL.ds1	0	0	0	43	0	
lp377	377				1		1	1	16	8					2	Act2/BigCliff/CliffRght1.ds1	Act2/BigCliff/CliffRght2.ds1	0	0	0	0	11	0	
lp378	378				1		1	1	16	8					1	Act2/BigCliff/CliffRP.ds1	0	0	0	0	0	523	0	
lp379	379				1		1	1	8	16						0	Act2/BigCliff/CliffLU.ds1	Act2/BigCliff/CliffLL.ds1	0	0	0	51	0	
lp380	380				1		1	1	8	16					3	Act2/BigCliff/CliffLeft1.ds1	Act2/BigCliff/CliffLeft2.ds1	Act2/BigCliff/CliffLeft3.ds1	0	0	0	19	0	
lp381	381				1		1	1	8	16					1	Act2/BigCliff/CliffLP.ds1	0	0	0	0	0	531	0	
lp382	382				1		1	1	16	16					1	Act2/BigCliff/Cor.ds1	0	0	0	0	0	131099	0	
lp383	383				1		1	1	16	8		1				Act2/BigCliff/TalRght1.ds1	Act2/BigCliff/TalRght2.ds1	Act2/BigCliff/TalRght3.ds1	0	0	0	2059	0	
lp384	384				1		1	1	16	8					1	Act2/BigCliff/KingRghtMesa.ds1	0	0	0	0	0	43	0	
lp385	385				1		1	1	8	16		1				Act2/BigCliff/TalLeft1.ds1	Act2/BigCliff/TalLeft2.ds1	Act2/BigCliff/TalLeft3.ds1	0	0	0	8211	0	
lp386	386				1		1	1	8	16					1	Act2/BigCliff/KingLftMesa.ds1	0	0	0	0	0	51	0	
lp387	387				1		1	1	16	16		1				Act2/BigCliff/TalCor.ds1	0	0	0	0	0	32799	0	
lp388	388				1		1	1	8	8		1			4	Act2/Outdoors/TombEnt1.ds1	Act2/Outdoors/TombEnt2.ds1	Act2/Outdoors/TombEnt3.ds1	Act2/Outdoors/TombEnt4.ds1	0	0	67108871	0	
lp389	389				1		1	1	16	16		1			1	Act2/Outdoors/Viper1.ds1	0	0	0	0	0	151322631	0	
lp390	390				1		1	1	8	8		1			1	Act2/Maggot/Hole1.ds1	0	0	0	0	0	6291457	0	
lp391	391				1		1	1	8	8		1			1	Act2/Maggot/Tight.ds1	0	0	0	0	0	6291457	0	
lp392	392		1		1		1	1	8	8					6	Act2/Ruin/Ruin1.ds1	Act2/Ruin/Ruin2.ds1	Act2/Ruin/Ruin3.ds1	Act2/Ruin/Ruin4.ds1	Act2/Ruin/Ruin5.ds1	Act2/Ruin/Ruin6.ds1	16842753	0	
lp393	393		1		1		1	1	8	8					5	Act2/Ruin/Ruin7.ds1	Act2/Ruin/Ruin8.ds1	Act2/Ruin/Ruin9.ds1	Act2/Ruin/Ruin10.ds1	Act2/Ruin/Head3.ds1	0	16842753	0	
lp394	394		1		1		1	1	8	8		1			1	Act2/Outdoors/KingWarp.ds1	0	0	0	0	0	268435456	0	
lp395	395		1		1		1	1	8	8					4	Act2/Outdoors/Oasis1.ds1	Act2/Outdoors/Oasis2.ds1	Act2/Outdoors/Oasis3.ds1	Act2/Outdoors/Oasis4.ds1	0	0	278529	0	
lp396	396		1		1		1	1	16	16					4	Act2/Outdoors/Oasis5.ds1	Act2/Outdoors/Oasis6.ds1	Act2/Outdoors/Oasis7.ds1	Act2/Outdoors/Oasis8.ds1	0	0	33832965	0	
lp397	397		1		1		1	1	16	16					4	Act2/Outdoors/Oasis9.ds1	Act2/Outdoors/Oasis10.ds1	Act2/Outdoors/Oasis11.ds1	Act2/Outdoors/Oasis12.ds1	0	0	33832965	0	
lp398	398		1		1		1	1	8	8					1	Act2/Outdoors/mesarm.ds1	0	0	0	0	0	257	0	
lp399	399		1		1		1	1	8	8					1	Act2/Outdoors/Head1.ds1	0	0	0	0	0	69	0	
lp400	400		1		1		1	1	8	8					1	Act2/Outdoors/Head2.ds1	0	0	0	0	0	69	0	
lp401	401		1		1		1	1	8	8					1	Act2/Outdoors/Bone1.ds1	0	0	0	0	0	129	0	
lp402	402		1		1		1	1	8	8					1	Act2/Outdoors/Bone2.ds1	0	0	0	0	0	129	0	
lp403	403		1		1		1	1	8	8					1	Act2/Outdoors/Wagon2.ds1	0	0	0	0	0	8388609	0	
lp404	404		1		1		1	1	8	8					5	Act2/Outdoors/Desert1.ds1	Act2/Outdoors/Desert2.ds1	Act2/Outdoors/Desert3.ds1	Act2/Outdoors/Desert4.ds1	Act2/Outdoors/Desert5.ds1	0	263169	0	
lp405	405		1		1		1	1	8	8					5	Act2/Outdoors/Desert6.ds1	Act2/Outdoors/Desert7.ds1	Act2/Outdoors/Desert8.ds1	Act2/Outdoors/Desert9.ds1	Act2/Outdoors/Desert10.ds1	0	263169	0	
lp406	406		1		1		1	1	8	8					4	Act2/Outdoors/Burm1.ds1	Act2/Outdoors/Burm2.ds1	Act2/Outdoors/Burm3.ds1	Act2/Outdoors/Burm4.ds1	0	0	787459	0	
lp407	407		1		1		1	1	8	8					3	Act2/Outdoors/Burm5.ds1	Act2/Outdoors/Burm6.ds1	Act2/Outdoors/Burm7.ds1	0	0	0	787459	0	
