Sound	Index	FileName	Volume	Group Size	Loop	Fade In	Fade Out	Defer Inst	Stop Inst	Duration	Compound	Reverb	Falloff	Cache	Async Only	Priority	Stream	Stereo	Tracking	Solo	Music Vol	Block 1	Block 2	Block 3
so1158	1158	monster\hawk\flap4.wav	100	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	-1	-1	-1
so1159	1159	monster\hawknest\loop1.wav	255	0	1	0	0	1	0	0	-1	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so1160	1160	monster\hawknest\spawn1.wav	120	3	0	0	0	0	1	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so1161	1161	monster\hawknest\spawn2.wav	120	0	0	0	0	0	1	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so1162	1162	monster\hawknest\spawn3.wav	120	0	0	0	0	0	1	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so1163	1163	monster\hawknest\death1.wav	120	3	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1164	1164	monster\hawknest\death2.wav	120	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1165	1165	monster\hawknest\death3.wav	120	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1166	1166	monster\hydra\appear1.wav	200	4	0	0	0	1	0	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so1167	1167	monster\hydra\appear2.wav	200	0	0	0	0	1	0	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so1168	1168	monster\hydra\appear3.wav	200	0	0	0	0	1	0	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so1169	1169	monster\hydra\appear4.wav	200	0	0	0	0	1	0	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so1170	1170	monster\hydra\die1.wav	200	4	0	0	0	1	0	0	8	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1171	1171	monster\hydra\die2.wav	200	0	0	0	0	1	0	0	8	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1172	1172	monster\hydra\die3.wav	200	0	0	0	0	1	0	0	8	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1173	1173	monster\hydra\die4.wav	200	0	0	0	0	1	0	0	8	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1174	1174	monster\imp\attack1.wav	130	4	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	-1	-1	-1
so1175	1175	monster\imp\attack2.wav	130	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	-1	-1	-1
so1176	1176	monster\imp\attack3.wav	130	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	-1	-1	-1
so1177	1177	monster\imp\attack4.wav	130	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	-1	-1	-1
so1178	1178	monster\imp\cast3.wav	255	0	0	0	0	0	1	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1179	1179	monster\imp\gethit1.wav	130	4	0	0	0	0	1	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1180	1180	monster\imp\gethit2.wav	130	0	0	0	0	0	1	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1181	1181	monster\imp\gethit3.wav	130	0	0	0	0	0	1	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1182	1182	monster\imp\gethit4.wav	130	0	0	0	0	0	1	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1183	1183	monster\imp\death1.wav	200	4	0	0	0	0	1	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1184	1184	monster\imp\death2.wav	200	0	0	0	0	0	1	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1185	1185	monster\imp\death3.wav	200	0	0	0	0	0	1	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1186	1186	monster\imp\death4.wav	200	0	0	0	0	0	1	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1187	1187	monster\imp\impmissile.wav	120	0	1	0	6	0	0	0	8	1	1	0	0	100	0	0	1	0	0	18170	-1	-1
so1188	1188	none.wav	0	0	0	0	0	0	0	0	8	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1189	1189	none.wav	0	0	0	0	0	0	0	0	8	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1190	1190	monster\imp\neutral1.wav	120	4	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	-1	-1	-1
so1191	1191	monster\imp\neutral2.wav	120	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	-1	-1	-1
so1192	1192	monster\imp\neutral3.wav	120	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	-1	-1	-1
so1193	1193	monster\imp\neutral4.wav	120	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	-1	-1	-1
so1194	1194	monster\ironwolf\gethit1.wav	200	4	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so1195	1195	monster\ironwolf\gethit2.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so1196	1196	monster\ironwolf\gethit3.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so1197	1197	monster\ironwolf\gethit4.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so1198	1198	monster\ironwolf\death1.wav	200	4	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1199	1199	monster\ironwolf\death2.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1200	1200	monster\ironwolf\death3.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1201	1201	monster\izual\attack1.wav	255	4	0	0	0	0	1	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so1202	1202	monster\izual\attack2.wav	255	0	0	0	0	0	1	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so1203	1203	monster\izual\attack3.wav	255	0	0	0	0	0	1	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so1204	1204	monster\izual\attack4.wav	255	0	0	0	0	0	1	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so1205	1205	monster\izual\gethit1.wav	255	4	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so1206	1206	monster\izual\gethit2.wav	255	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so1207	1207	monster\izual\gethit3.wav	255	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so1208	1208	monster\izual\gethit4.wav	255	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so1209	1209	monster\izual\death.wav	255	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1210	1210	monster\izual\izualeffectloop.wav	200	0	1	8	8	1	0	0	-1	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1211	1211	monster\izual\fadein.wav	255	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1212	1212	monster\izual\fadeout.wav	255	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1213	1213	monster\npc\jamellaread.wav	255	0	0	0	0	0	1	0	0	0	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1214	1214	monster\npc\jamellaspell.wav	210	0	0	0	0	0	1	0	0	0	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1215	1215	monster\leaper\attack1.wav	160	4	0	0	0	0	1	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so1216	1216	monster\leaper\attack2.wav	160	0	0	0	0	0	1	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so1217	1217	monster\leaper\attack3.wav	160	0	0	0	0	0	1	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so1218	1218	monster\leaper\attack4.wav	160	0	0	0	0	0	1	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so1219	1219	monster\leaper\attacklong1.wav	160	6	0	0	0	0	1	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so1220	1220	monster\leaper\attacklong2.wav	160	0	0	0	0	0	1	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so1221	1221	monster\leaper\attacklong3.wav	160	0	0	0	0	0	1	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so1222	1222	monster\leaper\attacklong4.wav	160	0	0	0	0	0	1	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so1223	1223	monster\leaper\attacklong5.wav	160	0	0	0	0	0	1	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so1224	1224	monster\leaper\attacklong6.wav	160	0	0	0	0	0	1	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so1225	1225	monster\leaper\gethit1.wav	160	4	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so1226	1226	monster\leaper\gethit2.wav	160	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so1227	1227	monster\leaper\gethit3.wav	160	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so1228	1228	monster\leaper\gethit4.wav	160	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so1229	1229	monster\leaper\death1.wav	160	5	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1230	1230	monster\leaper\death2.wav	160	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1231	1231	monster\leaper\death3.wav	160	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1232	1232	monster\leaper\death4.wav	160	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1233	1233	monster\leaper\death5.wav	160	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1234	1234	monster\leaper\neutral1.wav	160	5	0	0	0	1	0	0	0	1	1	0	1	80	0	0	1	0	0	-1	-1	-1
so1235	1235	monster\leaper\neutral2.wav	160	0	0	0	0	1	0	0	0	1	1	0	1	80	0	0	1	0	0	-1	-1	-1
so1236	1236	monster\leaper\neutral3.wav	160	0	0	0	0	1	0	0	0	1	1	0	1	80	0	0	1	0	0	-1	-1	-1
so1237	1237	monster\leaper\neutral4.wav	160	0	0	0	0	1	0	0	0	1	1	0	1	80	0	0	1	0	0	-1	-1	-1
so1238	1238	monster\leaper\neutral5.wav	160	0	0	0	0	1	0	0	0	1	1	0	1	80	0	0	1	0	0	-1	-1	-1
so1239	1239	monster\lightningsentry\launch1.wav	120	0	0	0	0	0	1	0	4	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1240	1240	none.wav	200	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1241	1241	none.wav	200	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1242	1242	none.wav	200	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1243	1243	monster\lightningsentry\death01.wav	200	3	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1244	1244	monster\lightningsentry\death02.wav	200	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1245	1245	monster\lightningsentry\death03.wav	200	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1246	1246	none.wav	200	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1247	1247	none.wav	200	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1248	1248	none.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1249	1249	none.wav	200	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1250	1250	none.wav	200	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1251	1251	none.wav	200	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1252	1252	monster\lightningsentry\emerge.wav	200	0	1	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	16895	-1	-1
so1253	1253	monster\lightningorb\attack1.wav	200	4	0	0	6	0	0	0	8	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1254	1254	monster\lightningorb\attack2.wav	200	0	0	0	6	0	0	0	8	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1255	1255	monster\lightningorb\attack3.wav	200	0	0	0	6	0	0	0	8	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1256	1256	monster\lightningorb\attack4.wav	200	0	0	0	6	0	0	0	8	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1257	1257	monster\lightningorb\death1.wav	200	5	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1258	1258	monster\lightningorb\death2.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1259	1259	monster\lightningorb\death3.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1260	1260	monster\lightningorb\death4.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1261	1261	monster\lightningorb\death5.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1262	1262	monster\megademon\attack1.wav	200	6	0	0	0	0	1	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so1263	1263	monster\megademon\attack2.wav	200	0	0	0	0	0	1	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so1264	1264	monster\megademon\attack3.wav	200	0	0	0	0	0	1	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so1265	1265	monster\megademon\attack4.wav	200	0	0	0	0	0	1	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so1266	1266	monster\megademon\attack5.wav	200	0	0	0	0	0	1	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so1267	1267	monster\megademon\attack6.wav	200	0	0	0	0	0	1	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so1268	1268	monster\megademon\gethit1.wav	200	6	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so1269	1269	monster\megademon\gethit2.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so1270	1270	monster\megademon\gethit3.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so1271	1271	monster\megademon\gethit4.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so1272	1272	monster\megademon\gethit5.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so1273	1273	monster\megademon\gethit6.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so1274	1274	monster\megademon\death1.wav	200	5	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1275	1275	monster\megademon\death2.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1276	1276	monster\megademon\death3.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1277	1277	monster\megademon\death4.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1278	1278	monster\megademon\death5.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1279	1279	monster\megademon\neutral1.wav	200	5	0	0	0	1	0	0	0	1	1	0	1	80	0	0	1	0	0	-1	-1	-1
so1280	1280	monster\megademon\neutral2.wav	200	0	0	0	0	1	0	0	0	1	1	0	1	80	0	0	1	0	0	-1	-1	-1
so1281	1281	monster\megademon\neutral3.wav	200	0	0	0	0	1	0	0	0	1	1	0	1	80	0	0	1	0	0	-1	-1	-1
so1282	1282	monster\megademon\neutral4.wav	200	0	0	0	0	1	0	0	0	1	1	0	1	80	0	0	1	0	0	-1	-1	-1
so1283	1283	monster\megademon\neutral5.wav	200	0	0	0	0	1	0	0	0	1	1	0	1	80	0	0	1	0	0	-1	-1	-1
so1284	1284	monster\mephisto\attack1.wav	255	5	0	0	0	0	1	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so1285	1285	monster\mephisto\attack2.wav	255	0	0	0	0	0	1	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so1286	1286	monster\mephisto\attack3.wav	255	0	0	0	0	0	1	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so1287	1287	monster\mephisto\attack4.wav	255	0	0	0	0	0	1	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so1288	1288	monster\mephisto\gethit1.wav	255	4	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so1289	1289	monster\mephisto\gethit2.wav	255	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so1290	1290	monster\mephisto\gethit3.wav	255	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so1291	1291	monster\mephisto\gethit4.wav	255	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so1292	1292	monster\mephisto\death.wav	255	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1293	1293	monster\mephisto\loop.wav	60	0	1	6	6	0	0	0	-1	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1294	1294	monster\mephisto\cast1.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1295	1295	monster\mephisto\cast2.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1296	1296	monster\mephisto\cast3.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1297	1297	monster\mephisto\orb.wav	255	0	1	0	6	0	0	0	8	1	1	0	0	100	0	0	1	0	0	24309	-1	-1
so1298	1298	monster\minion\attack1.wav	255	4	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1299	1299	monster\minion\attacK2.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1300	1300	monster\minion\attack3.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1301	1301	monster\minion\attack4.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1302	1302	monster\minion\gethit1.wav	200	6	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1303	1303	monster\minion\gethit2.wav	200	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1304	1304	monster\minion\gethit3.wav	200	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1305	1305	monster\minion\gethit4.wav	200	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1306	1306	monster\minion\gethit5.wav	200	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1307	1307	monster\minion\gethit6.wav	200	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1308	1308	monster\minion\deathA1.wav	255	3	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1309	1309	monster\minion\deathA2.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1310	1310	monster\minion\deathA3.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1311	1311	monster\minion\deathB1.wav	255	3	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1312	1312	monster\minion\deathB2.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1313	1313	monster\minion\deathB3.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1314	1314	monster\minion\deathC1.wav	255	3	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1315	1315	monster\minion\deathC2.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1316	1316	monster\minion\deathC3.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1317	1317	monster\minion\deathD1.wav	255	3	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1318	1318	monster\minion\deathD2.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1319	1319	monster\minion\deathD3.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1320	1320	monster\minion\morph5.wav	200	4	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1321	1321	monster\minion\morph6.wav	200	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1322	1322	monster\minion\morph3.wav	200	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1323	1323	monster\minion\morph4.wav	200	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1324	1324	monster\minion\neutral1.wav	150	8	0	0	0	0	0	0	0	1	1	0	1	80	0	0	1	0	0	-1	-1	-1
so1325	1325	monster\minion\neutral2.wav	150	0	0	0	0	0	0	0	0	1	1	0	1	80	0	0	1	0	0	-1	-1	-1
so1326	1326	monster\minion\neutral3.wav	150	0	0	0	0	0	0	0	0	1	1	0	1	80	0	0	1	0	0	-1	-1	-1
so1327	1327	monster\minion\neutral4.wav	150	0	0	0	0	0	0	0	0	1	1	0	1	80	0	0	1	0	0	-1	-1	-1
so1328	1328	monster\minion\neutral5.wav	150	0	0	0	0	0	0	0	0	1	1	0	1	80	0	0	1	0	0	-1	-1	-1
so1329	1329	monster\minion\neutral6.wav	150	0	0	0	0	0	0	0	0	1	1	0	1	80	0	0	1	0	0	-1	-1	-1
so1330	1330	monster\minion\neutral7.wav	150	0	0	0	0	0	0	0	0	1	1	0	1	80	0	0	1	0	0	-1	-1	-1
so1331	1331	monster\minion\neutral8.wav	150	0	0	0	0	0	0	0	0	1	1	0	1	80	0	0	1	0	0	-1	-1	-1
so1332	1332	monster\minion\suicideneutral1.wav	200	4	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so1333	1333	monster\minion\suicideneutral2.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so1334	1334	monster\minion\suicideneutral3.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so1335	1335	monster\minion\suicideneutral4.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so1336	1336	monster\moo\attack1.wav	200	6	0	0	0	0	1	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so1337	1337	monster\moo\attack2.wav	200	0	0	0	0	0	1	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so1338	1338	monster\moo\attack3.wav	200	0	0	0	0	0	1	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so1339	1339	monster\moo\attack4.wav	200	0	0	0	0	0	1	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so1340	1340	monster\moo\attack5.wav	200	0	0	0	0	0	1	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so1341	1341	monster\moo\attack6.wav	200	0	0	0	0	0	1	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so1342	1342	monster\moo\gethit1.wav	200	4	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so1343	1343	monster\moo\gethit2.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so1344	1344	monster\moo\gethit3.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so1345	1345	monster\moo\gethit4.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so1346	1346	monster\moo\death1.wav	200	5	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1347	1347	monster\moo\death2.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1348	1348	monster\moo\death3.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1349	1349	monster\moo\death4.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1350	1350	monster\moo\death5.wav	200	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so1351	1351	monster\moo\neutral1.wav	200	5	0	0	0	1	0	0	0	1	1	0	1	80	0	0	1	0	0	-1	-1	-1
so1352	1352	monster\moo\neutral2.wav	200	0	0	0	0	1	0	0	0	1	1	0	1	80	0	0	1	0	0	-1	-1	-1
so1353	1353	monster\moo\neutral3.wav	200	0	0	0	0	1	0	0	0	1	1	0	1	80	0	0	1	0	0	-1	-1	-1
so1354	1354	monster\moo\neutral4.wav	200	0	0	0	0	1	0	0	0	1	1	0	1	80	0	0	1	0	0	-1	-1	-1
so1355	1355	monster\moo\neutral5.wav	200	0	0	0	0	1	0	0	0	1	1	0	1	80	0	0	1	0	0	-1	-1	-1
so1356	1356	monster\mosquito\attack1.wav	200	5	0	0	0	0	1	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so1357	1357	monster\mosquito\attack2.wav	200	0	0	0	0	0	1	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so1358	1358	monster\mosquito\attack3.wav	200	0	0	0	0	0	1	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so1359	1359	monster\mosquito\attack4.wav	200	0	0	0	0	0	1	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so1360	1360	monster\mosquito\attack5.wav	200	0	0	0	0	0	1	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so1361	1361	monster\mosquito\attack long1.wav	200	5	0	0	0	0	1	0	8	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
