Hireling	SubType	Version	Id	Class	Act	Difficulty	Level	Seller	NameFirst	NameLast	Gold	Exp/Lvl	HP	HP/Lvl	Defense	Def/Lvl	Str	Str/Lvl	Dex	Dex/Lvl	AR	AR/Lvl	Share	Dmg-Min	Dmg-Max	Dmg/Lvl	Resist	Resist/Lvl	WType1	WType2	HireDesc	DefaultChance	Skill1	Mode1	Chance1	ChancePerLvl1	Level1	LvlPerLvl1	Skill2	Mode2	Chance2	ChancePerLvl2	Level2	LvlPerLvl2	Skill3	Mode3	Chance3	ChancePerLvl3	Level3	LvlPerLvl3	Skill4	Mode4	Chance4	ChancePerLvl4	Level4	LvlPerLvl4	Skill5	Mode5	Chance5	ChancePerLvl5	Level5	LvlPerLvl5	Skill6	Mode6	Chance6	ChancePerLvl6	Level6	LvlPerLvl6	Head	Torso	Weapon	Shield
Barbarian	1hs-Hell		29	561	5	3	75	515	MercX101	MercX167	32000	140	1016	35	819	40	184	15	113	10	1116	37	6	56	60	8	133	4	swor		mght	50	sk126	5	70		18		sk144	5	70		14																													
Barbarian	1hs-Normal	100	24	561	5	1	28	515	MercX101	MercX167	9000	120	288	18	180	10	101	15	63	10	150	20	1	16	20	6	56	7	swor		mght	50	sk126	5	15		4	10	sk144	5	15		3	8	sk98	1	10		3	7																						
Barbarian	1hs-Normal	100	24	561	5	1	58	515	MercX101	MercX167	9000	120	828	27	480	35	158	15	101	10	750	35	1	39	43	8	109	7	swor		mght	50	sk126	5	50		14	10	sk144	5	50		11	8	sk98	1	10		11	7																						
Barbarian	1hs-Normal	100	24	561	5	1	80	515	MercX101	MercX167	9000	120	1422	45	1250	50	200	15	129	10	1520	45	1	61	65	8	148	4	swor		mght	50	sk126	5	75		21		sk144	5	75		17		sk98	1	10		18																							
Barbarian	1hs-Normal	100	25	561	5	1	28	515	MercX101	MercX167	9000	120	288	18	180	10	101	15	63	10	150	20	1	16	20	6	56	7	swor		mght	50	sk126	5	15		4	10	sk144	5	15		3	8	sk98	1	10		3	7																						
Barbarian	1hs-Normal	100	25	561	5	1	58	515	MercX101	MercX167	9000	120	828	27	480	35	158	15	101	10	750	35	1	39	43	8	109	7	swor		mght	50	sk126	5	50		14	10	sk144	5	50		11	8	sk98	1	10		11	7																						
Barbarian	1hs-Normal	100	25	561	5	1	80	515	MercX101	MercX167	9000	120	1422	45	1250	50	200	15	129	10	1520	45	1	61	65	8	148	4	swor		mght	50	sk126	5	75		21		sk144	5	75		17		sk98	1	10		18																							
Barbarian	1hs-Nightmare	100	26	561	5	2	58	515	MercX101	MercX167	18000	130	745	27	432	35	155	15	96	10	675	35	4	37	41	8	106	7	swor		mght	50	sk126	5	50		13	10	sk144	5	50		10	8	sk98	1	10		5	10																						
Barbarian	1hs-Nightmare	100	26	561	5	2	80	515	MercX101	MercX167	18000	130	1339	45	1202	50	197	15	124	10	1445	45	4	59	63	8	145	4	swor		mght	50	sk126	5	75		20		sk144	5	75		16		sk98	1	10		15																							
Barbarian	1hs-Nightmare	100	27	561	5	2	58	515	MercX101	MercX167	18000	130	745	27	432	35	155	15	96	10	675	35	4	37	41	8	106	7	swor		mght	50	sk126	5	50		13	10	sk144	5	50		10	8	sk98	1	10		5	10																						
Barbarian	1hs-Nightmare	100	27	561	5	2	80	515	MercX101	MercX167	18000	130	1339	45	1202	50	197	15	124	10	1445	45	4	59	63	8	145	4	swor		mght	50	sk126	5	75		20		sk144	5	75		16		sk98	1	10		15																							
Barbarian	1hs-Hell	100	28	561	5	3	80	515	MercX101	MercX167	32000	140	1205	45	1082	50	194	15	119	10	1301	45	6	57	61	8	142	4	swor		mght	50	sk126	5	70		19		sk144	5	70		15		sk98	1	10		18																							
Barbarian	1hs-Hell	100	29	561	5	3	80	515	MercX101	MercX167	32000	140	1205	45	1082	50	194	15	119	10	1301	45	6	57	61	8	142	4	swor		mght	50	sk126	5	70		19		sk144	5	70		15		sk98	1	10		18																							
