Name	description - not loaded	Id	Token	SpawnMax	Selectable0	Selectable1	Selectable2	Selectable3	Selectable4	Selectable5	Selectable6	Selectable7	TrapProb	SizeX	SizeY	nTgtFX	nTgtFY	nTgtBX	nTgtBY	FrameCnt0	FrameCnt1	FrameCnt2	FrameCnt3	FrameCnt4	FrameCnt5	FrameCnt6	FrameCnt7	FrameDelta0	FrameDelta1	FrameDelta2	FrameDelta3	FrameDelta4	FrameDelta5	FrameDelta6	FrameDelta7	CycleAnim0	CycleAnim1	CycleAnim2	CycleAnim3	CycleAnim4	CycleAnim5	CycleAnim6	CycleAnim7	Lit0	Lit1	Lit2	Lit3	Lit4	Lit5	Lit6	Lit7	BlocksLight0	BlocksLight1	BlocksLight2	BlocksLight3	BlocksLight4	BlocksLight5	BlocksLight6	BlocksLight7	HasCollision0	HasCollision1	HasCollision2	HasCollision3	HasCollision4	HasCollision5	HasCollision6	HasCollision7	IsAttackable0	Start0	Start1	Start2	Start3	Start4	Start5	Start6	Start7	EnvEffect	IsDoor	BlocksVis	Orientation	Trans	OrderFlag0	OrderFlag1	OrderFlag2	OrderFlag3	OrderFlag4	OrderFlag5	OrderFlag6	OrderFlag7	PreOperate	Mode0	Mode1	Mode2	Mode3	Mode4	Mode5	Mode6	Mode7	Yoffset	Xoffset	Draw	Red	Green	Blue	HD	TR	LG	RA	LA	RH	LH	SH	S1	S2	S3	S4	S5	S6	S7	S8	TotalPieces	SubClass	Xspace	Yspace	NameOffset	MonsterOK	OperateRange	ShrineFunction	Restore	Parm0	Parm1	Parm2	Parm3	Parm4	Parm5	Parm6	Parm7	Act	Lockable	Gore	Sync	Flicker	Damage	Beta	Overlay	CollisionSubst	Left	Top	Width	Height	OperateFn	PopulateFn	InitFn	ClientFn	RestoreVirgins	BlockMissile	DrawUnder	OpenWarp	AutoMap
Door	tomb door left 2	98	TS		1		1		1	1	1	1		1	7					1	8	1	1	1	1	1	1	256	256	256	256	256	256	256	256																								1	1	1		1									8						1	1	2		2	2	2	2	2	2	2	2		1	1	1	1	1	1					1	255	255	255		1															1				-70	1	6		1	-20	-80	40	40					2			1	0	100				-20	-80	40	40	8					1			
Door	tomb door right 2	99	TU		1		1		1	1	1	1		7	1					1	8	1	1	1	1	1	1	256	256	256	256	256	256	256	256																								1	1	1		1									8						1	1	1		2	2	2	2	2	2	2	2		1	1	1	1	1	1					1	255	255	255		1															1				-70	1	6		1	-20	-80	40	40					2			1	0	100				-20	-80	40	40	8					1			
Duriel's Lair	Portal to Duriel's Lair	100	SJ		1	1	1	1						1	3					1	16	1						200	200	200	256	256	256	256	256										10	10													1	1																			1	2											1	1	1						-38	-14	1	255	255	255		1															1				-70		2		1									2			1	0	100				-40	-80	80	80	43								
Dummy	Brazier3	101	B3	1										1	1					1	20	1						200	200	200	200	200	200	200	50		1								17	18							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1									1	255	236	176		1							1								2				-45		2		1									15				0	100	1							11		14						
Dummy	Floor brazier	102	FB	1										1	1					20	20	20						200	200	200	200	200	200	200	50	1		1							17	18							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1								1	255	236	176		1							1								2				-43		2		1									15				0	100	1							11		8						
Dummy	flies	103	FL											1	1					12								256	256	256	256	256	256	256	256	1																																												3											1										1	255	255	255		1															1				-70		2		1									15				0	100	1															
ArmorStand	Armor Stand 1R	104	A3	2	1									2	1					1	1	1	1	1	1	1	1	256	256	256	256	256	256	256	256																	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													1											1		1								1	255	255	255		1															1				-50		2		1									7			1	0	100	1							19				1				
ArmorStand	Armor Stand 2L	105	A4	2	1									1	2					1	1	1	1	1	1	1	1	256	256	256	256	256	256	256	256																	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													2											1		1								1	255	255	255		1															1				-50		2		1									7			1	0	100	1							19				1				
WeaponRack	Weapon Rack 1R	106	W1	2	1									2	1					1	1	1	1	1	1	1	1	256	256	256	256	256	256	256	256																	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													1											1		1								1	255	255	255		1															1				-50		2		1									7			1	0	100	1							20				1				
WeaponRack	Weapon Rack 2L	107	W2	2	1									1	2					1	1	1	1	1	1	1	1	256	256	256	256	256	256	256	256																	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													2											1		1								1	255	255	255		1															1				-50		2		1									7			1	0	100	1							20				1				
Malus	Malus	108	HM		1									2	1					1		1																						16								1								1	1	1	1	1	1	1	1													3											1		1								1	255	255	255		1															1				-50		2		1									1			1	0	100	1							21		15						316
Shrine	"palace shrine, healthR, harom, arcane Sanctuary"	109	P2		1									3	3					1	16	1							128																17							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													1											1	1	1								1	255	255	255		1															1	1			-95		2		1	1	109							2			1	0	100				1	109			2	2	1						310
not used	drinker	110	n5																	8			21					72	256	256	72	256	256	256	256	1																																												3											1			1					-10	-35	1	255	255	255		1															1				-70		2		1												1	0	100									8	16	4					
well	Fountain 1	111	F3		1	1								3	3					10	10	10						128	128	128	256	256	256	256	256	1	1	1																						1	1	1																		3											1	1	1								1	255	255	255		1															1				-70		2		1	750	128	1	3					1			1	0	100	1							22	8	16						309
not used	gesturer	112	n6																	8			15	25				87	256	256	80	192	256	256	256	1																																												3											1			1	1				10		1	255	255	255		1															1				-70		2		1												1	0	100									8	16	5					
well	"Fountain 2, well, desert, tomb"	113	F4		1	1								3	3					10	10	10						128	128	128	256	256	256	256	256	1	1	1																						1	1	1																		3											1	1	1								1	255	255	255		1															1				-70		2		1	750	128	1	3					2			1	0	100								22	8	16						309
not used	turner	114	n7																	10			21					144	256	256	160	256	256	256	256	1																																												3											1			1					-5	-5	1	255	255	255		1															1				-70		2		1												1	0	100									8	16	6					
well	Fountain 3	115	F5		1	1								3	3					10	10	10						128	128	128	256	256	256	256	256	1	1	1																						1	1	1																		3											1	1	1								1	255	255	255		1															1				-70		2		1	750	128	1	3					1			1	0	100	1							22	8	16						309
Shrine	"snake woman, magic shrine, tomb, arcane sanctuary"	116	SN		1									3	3					20	20	1						128	128							1								10	17									1	1	1	1	1	1	1	1	1	1	1	1	1	1													1											1	1	1								1	255	190			1							1								2	1			-120		2		1	3	109							2			1	0	100				3	109			2	2	1						310
Dummy	jungle torch	117	JT											1	1					1	9	29						256	256	256	200	200	200	200	50			1							19	18						1	1	1						1	1	1	1	1	1	1	1													3											1	1	1								1	255	236	176		1							1								2				-90		2		1									4				0	100								11		8						
Well	Fountain 4	118	F6		1	1								3	3					10	10	10						128	128	128	256	256	256	256	256	1	1	1																						1	1	1																		3											1	1	1								1	255	255	255		1															1				-70		2		1	750	128	1	3					5			1	0	100	1							22	8	16						309
Waypoint	waypoint portal	119	wp		1		1							5	5					1	15	8						200	200	200								1							18	19						1	1	1	1	1	1	1	1																					3											1	1	1								1	100	100	255		1							1								2	64			-70		2		1						5	2		1			1	1	100	1							23		17						
Dummy	"healthshrine, act 3, dungeun"	120	dj		1									3	3					1	17	1							128																17							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1								1	255	255	255		1															1	1			-95		2		1	1	120							1			1	0	100	1			1	120			2	2	1						310
jerhyn	placeholder #1	121	ss											1	1					1																																																												3											1										1	255	255	255		1															1				-70		2		1									2			1	0	100										18						
jerhyn	placeholder #2	122	ss											1	1					1		1																																																										3											1										1	255	255	255		1															1				-70		2		1									2			1	0	100										19						
Shrine	innershrinehell2	123	iw		1									3	3					1	13	1	1					256	256	256															17							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1	1							1	255	255	255		1							1								2	1			-235		2		1	3	96							8			1	0	100				3	96			2	2	1						310
Shrine	innershrinehell3	124	iv		1									4	3					15	15	1	1					256	256	256						1									17							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1	1							1	255	255	255		1															1	1			-235		2		1	3	96							8			1	0	100				3	96			2	2	1						310
hidden stash	ihobject3 inner hell	125	iu	1	1								15	1	1					13	13	1						128	256							1																1	1	1	1					1	1	1	1	1	1															3										1	1	1	1								1	255	255	255		1															1				-60	1	2		1	18								8			1	0	100				18				14	3			1				
skull pile	skullpile inner hell	126	is	1	1								15	1	1					1	13	1						128	256																							1	1	1	1					1	1	1	1	1	1															3										1	1	1	1								1	255	255	255		1															1				-60	1	2		1	18								8			1	0	100				18				14	3			1				
hidden stash	ihobject5 inner hell	127	ir	1	1								15	4	4					1	13	1						128	256																							1	1	1	1					1	1	1	1	1	1															3										1	1	1	1								1	255	255	255		1															1				-60	1	2		1	18								8			1	0	100				18				14	3			1				
hidden stash	hobject4 inner hell	128	hg	1	1								15	1	1					1	13	1						128	256																							1	1	1	1					1	1	1	1	1	1															3										1	1	1	1								1	255	255	255		1															1				-60	1	2		1	18								8			1	0	100				18				14	3			1				
Door	secret door 1	129	h2		1									1	5					1	15	1						256	128	256	256	256	256	256	256																	1							1	1																			1	2											1	1	1								1	255	255	255		1															1	128			-70		3		1									15			1	0	100	1							18					1			
Well	pool act 1 wilderness	130	zw		1	1								3	3					10	10	1						128	128	128	128	256	256	256	256	1	1	1																						1	1	1																		3											1	1	1								1	255	255	255		1															1	32			-70		2		1	750	128	1	3					1			1	0	100	1			750	128	1	3	22	8	16						309
Dummy	vile dog afterglow	131	9b																		20	1							128															17																1																				3												1	1								1	255	100	100		1															1				-60		2		1	18								4			1	0	100				18						59						
Well	cathedralwell act 1 inside	132	zc		1	1								3	3					10	10	1						128	128	128	128	256	256	256	256	1	1	1																						1	1	1																		3											1	1	1								1	255	255	255		1															1	32			-70		2		1	750	128	1	3					3			1	0	100	1			750	128	1	3	22	8	16						309
shrine	shrine1_arcane sanctuary	133	xx		1									3	3					8	8	1	1					256	256	256						1									17							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1	1							1	255	255	255		1							1	1	1						4	1			-235		2		1	3	319							1			1	0	100	1			3	85			2	2	1						310
shrine	dshrine2 act 2 shrine	134	zs		1									3	4					1	10	1	1					256	256	256															17							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1	1							1	255	255	255		1							1								2	1			-235		2		1	3	85							2			1	0	100				3	85			2	2	1						310
shrine	desertshrine3 act 2 shrine	135	zr		1									2	2					1	13	1	1					256	256	256															17							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1	1							1	255	255	255		1							1								1	1			-235		2		1	3	85							2			1	0	100				3	85			2	2	1						310
shrine	dshrine1 act 2 shrine	136	zd		1									6	3					1	10	1	1					256	256	256															17							1	1	1						1	1	1	1	1	1	1	1													3											1	1	1	1							1	255	255	255		1							1								1	1			-235		2		1	3	85							2			1	0	100				3	85			2	2	1						310
Well	"desertwell act 2 well, desert, tomb"	137	zl		1	1								3	3					10	10	1						128	128		256	256	256	256	256	1	1															1	1	1						1	1	1																		3											1	1	1								1	255	255	255	1	1															2	32			-70		2		1	750	128	1	3					2			1	0	100				750	128	1	3	22	8	16						309
Well	cavewell act 1 caves 	138	zy		1	1								4	4					10	10	1						128	128	128	128	256	256	256	256	1	1																							1	1	1																		3											1	1	1								1	255	255	255		1															1	32			-70		2		1	750	128	1	3					1			1	0	100	1			750	128	1	3	22	8	16						309
chest	chest-r-large act 1	139	q1	1	1								15	3	2					1	3	1							256																							1	1	1						1	1	1	1																	3											1	1	1								1	255	255	255		1															1	8			-60	1	2		1	18								1	1		1	0	100	1			18				4	3	3		1				
chest	chest-r-tallskinney act 1	140	q2	1	1								15	1	1					1	3	1							256																							1	1	1						1	1	1	1																	3											1	1	1								1	255	255	255		1															1	8			-60	1	2		1	18								1	1		1	0	100	1			18				4	3	3		1				
chest	chest-r-med act 1	141	q3	1	1								15	3	2					1	3	1							256																							1	1	1						1	1	1	1																	3											1	1	1								1	255	255	255		1															1	8			-60	1	2		1	18								1	1		1	0	100	1			18				4	3	3		1				
jug	"jug1 act 2, desert"	142	q4	1	1									1	1					1	5	1							256																							1	1	1						1	1							1												3										1	1	1	1								1	255	255	255		1															1				-60	1	2		1	18								2			1	0	100				18				14	3			1		1		
jug	"jug2 act 2, desert"	143	q5	1	1									1	1					1	4	1							256																							1	1	1						1	1							1												3										1	1	1	1								1	255	255	255		1															1				-60	1	2		1	18								2			1	0	100				18				14	3			1		1		
chest	Lchest1 act 1	144	q6	1	1								15	1	1					1	4	1							256																							1	1	1						1	1	1	1	1	1															3											1	1	1								1	255	255	255		1															1	8			-60		2		1	18								1	1		1	0	100	1			18				4	3	3		1				
Waypoint	waypointi inner hell	145	wi		1		1							1	1					1	15	15						200	200	200								1							18	19						1	1	1	1	1	1	1	1																					3											1	1	1								1	100	100	255		1							1								2	64			-70		2		1						5	2		8			1	1	100								23		17						
chest	"dchest2R act 2, desert, tomb, chest-r-med"	146	q9	1	1								15	3	1					1	3	1							256																							1	1	1						1	1	1	1	1	1															3											1	1	1								1	255	255	255		1															1	8			-60	1	2		1	18								3	1		1	0	100				18				4	3	3		1				
chest	"dchestr act 2, desert, tomb, chest -r large"	147	q7	1	1								15	3	1					1	3	1							256																							1	1	1						1	1	1	1	1	1															3											1	1	1								1	255	255	255		1															1	8			-60	1	2		1	18								3	1		1	0	100				18				4	3	3		1				
chest	"dchestL act 2, desert, tomb chest l large"	148	q8	1	1								15	2	2					1	3	1							256																							1	1	1						1	1	1	1	1	1															3											1	1	1								1	255	255	255		1															1				-60	1	2		1	18								3	1		1	0	100				18				4	3	3		1				
taintedsunaltar	tainted sun altar quest	149	za		1									4	2					1	11	1	1					256	256	256															17	17						1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1												3											1	1	1	1							1	255	255	255		1							1								1				-235		2		1									2			1	0	100		1						24		20						
shrine	"dshrine1 act 2 , desert"	150	zv		1									5	5					8	8	1	1					140	256	256						1									17															1	1	1	1	1	1	1	1													3											1	1	1	1							1	255	255	255		1							1	1							3	1			-235		2		1	3	85							2			1	0	100				3	85			2	2	1						310
shrine	"dshrine4 act 2, desert"	151	ze		1									5	4					1	10	1	1					256	256	256															17															1	1	1	1	1	1	1	1													3											1	1	1	1							1	255	255	255		1						1	1								2	1			-235		2		1	3	85							2			1	0	100				3	85			2	2	1						310
orifice	Where you place the Horadric staff	152	HA		1	1	1							3	3					1	1	1	1	1				256	256															25	25	25														1	1	1	1																	1	1										1	1	1								1	255	255	255		1															1				-80		2		1									2			1	0	100		1						25		21	8					
Door	tyrael's door	153	DX											1	5					1	12	1	12	1	1	1	1	200	200	200	200	200	200	200	200										18	18													1	1	1		1									12							1	2		2	2	2	2	2	2	2	2		1	1	1	1	1	1			-18	-8	1	255	190			1															1				-70		6		1	-20	-80	40	40					2			1	0	100				-20	-80	40	40			38			1			
corpse	guard corpse	154	GC	1	1									3	3					1	10	1							128																							1	1	1	1	1	1	1	1	1																				3											1	1	1								1	255	255	255		1															1				-60	1	2		1									3			1	0	100								14	6							
hidden stash	rock act 1 wilderness	155	c7	1	1									1	1					1	2	1							256																															1	1	1																		3											1	1	1								1	255	255	255		1															1				-60	1	2		1	18								1			1	0	100	1			18				14	3			1				
Waypoint	waypoint act 2	156	wm		1		1							1	1					1	15	15						200	200	160								1							18	19						1	1	1	1	1	1	1	1																					3											1	1	1								1	100	100	255		1							1								2	64			-70		2		1						5	2		2			1	1	100								23	3	17						
Waypoint	waypoint act 1 wilderness	157	wn		1		1							1	1					1	15	15						200	200	160								1							18	19						1	1	1	1	1	1	1	1																					3											1	1	1								1	100	100	255		1							1								2	64			-70		2		1						5	2		1			1	1	100	1							23	3	17						
skeleton	corpse	158	cp	1	1									3	3					1	3	1							256																															1																				3											1	1	1								1	255	255	255		1															1	8			-60	1	2		1	18								15			1	0	100	1			18				14	3			1				
hidden stash	rockb act 1 wilderness	159	cq	1	1									1	1					1	6	1							256																							1	1	1						1	1	1																		3											1	1	1								1	255	255	255		1															1				-60	1	2		1	18								1			1	0	100	1			18				14	3			1				
fire	fire small	160	FX																		9	26							256	256								1							16	17																									10									3												1	1								1	255	255	255		1															1				-70		2		1									15				0	100	1							11		22						
fire	fire medium	161	FY																		9	26							256	256								1							17	18																									10									3												1	1								1	255	255	255		1															1				-70		2		1									15				0	100	1							11		22						
fire	fire large	162	FZ																		9	26							256	256								1							18	19																									10									3												1	1								1	255	255	255		1															1				-70		2		1	1								15				0	100	1			1				11		22						
hiding spot	cliff act 1 wilderness	163	cf		1									1	1					1	1	1							256																															1	1	1																		3											1	1	1								1	255	255	255		1															1				-60		2		1	18								1			1	0	100	1			18				14	3			1				
Shrine	mana well1	164	MB		1									3	3					1	16	1							128																17							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1								1	255	255	255		1															1	1			-95		2		1	2	85							1			1	0	100	1			2	85			2	2	1						310
Shrine	mana well2	165	MD		1									3	3					1	16	1							128																17							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													1											1	1	1								1	255	255	255		1															1	1			-95		2		1	2	77							1			1	0	100	1			2	77			2	2	1						310
Shrine	"mana well3, act 2, tomb, "	166	MF		1									3	3					1	16	1							128																17							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1								1	255	255	255		1															1	1			-95		2		1	2	85							2			1	0	100				2	85			2	2	1						310
Shrine	"mana well4, act 2, harom"	167	MH		1									3	3					1	16	1							128																17							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													1											1	1	1								1	255	255	255		1															1	1			-95		2		1	2	85							2			1	0	100				2	85			2	2	1						310
Shrine	mana well5	168	MJ		1									3	3					1	16	1							128																17							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													1											1	1	1								1	255	255	255		1															1	1			-95		2		1	2	85							8			1	0	100				2	85			2	2	1						310
hollow log	log	169	cz		1									5	1		3			1	1	1							256																															1	1	1																		3											1	1	1								1	255	255	255		1															1				-60		2		1	18								15			1	0	100	1			18				14	3							
Shrine	jungle healwell act 3	170	JH		1									3	3					1	16	1							128																17							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1								1	255	255	255		1															1	1			-95		2		1	1	170							4			1	0	100				1	170			2	2	1						310
skeleton	corpseb	171	sx	1	1									3	3					1	6	1							256																															1																				3											1	1	1								1	255	255	255		1															1	8			-60	1	2		1	18								15			1	0	100	1			18				14	3	2		1				
Shrine	"health well, health shrine, desert"	172	Mk		1									2	2					1	16	1							128																17							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1								1	255	255	255		1															1	1			-95		2		1	1	172							2			1	0	100				1	172			2	2	1						310
Shrine	"mana well7, mana shrine, desert"	173	Mi		1									2	2					1	16	1							128																17							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1								1	255	255	255		1															1	1			-95		2		1	2	172							2			1	0	100				2	172			2	2	1						310
loose rock	rockc act 1 wilderness	174	RY	1	1									1	1					1	4	1							256																							1	1	1						1	1	1																		3											1	1	1								1	255	255	255		1															1				-60	1	2		1	18								1			1	0	100	1		1	-18	-20	36	30	14	3							
loose boulder	rockd act 1 wilderness	175	RZ	1	1									1	1					1	4	1							256																							1	1	1						1	1	1																		3											1	1	1								1	255	255	255		1															1				-60	1	2		1	18								1			1	0	100	1			18				14	3							
chest	chest-L-med	176	c8	1	1								15	1	1					1	4	1							256																							1	1	1						1	1	1	1																	3											1	1	1								1	255	255	255		1															1	8			-60	1	2		1	18								15	1		1	0	100	1			18				4	3	3		1				
chest	chest-L-large	177	c9	1	1								15	1	1					1	4	1							256																							1	1	1						1	1	1	1																	3											1	1	1								1	255	255	255		1															1	8			-60	1	2		1	18								15	1		1	0	100	1			18				4	3	3		1				
GuardCorpse	"guard on a stick, desert, tomb, harom"	178	GS	1	1									1	1					1	7	1							128																							1	1	1	1	1	1	1	1	1	1	1																		3											1	1	1								1	255	255	255		1															1	8			-60	1	2		1									3		1	1	0	100	1							14	6	2		1				
bookshelf	bookshelf1	179	b4	1	1									1	1					1	1	1							256																															1	1	1																		3											1	1	1								1	255	255	255		1															1	8			-60	1	2		1	18								1			1	0	100	1			18				26	3	2		1				
bookshelf	bookshelf2	180	b5	1	1									1	1					1	1	1							256																															1	1	1																		3											1	1	1								1	255	255	255		1															1	8			-60	1	2		1	18								1			1	0	100	1			18				26	3	2		1				
chest	jungle chest act 3	181	JC	2	1								15	3	1					1	4	1							256																							1	1	1	1					1	1	1	1	1	1															3											1	1	1								1	255	255	255		1															1	8			-60	1	2		1	18								4	1		1	0	100				18				4	3	3		1				
coffin	tombcoffin	182	tm		1								15	1	1					1	4	1							256																							1	1	1						1	1	1	1	1	1															3											1	1	1								1	255	255	255		1															1	8			-60	1	2		1	18								2	1		1	0	100				18				14	3							
chest	"chest-L-med, jungle"	183	jz	1	1								15	1	1					1	4	1							256																							1	1	1	1					1	1	1	1	1	1															3											1	1	1								1	255	255	255		1															1	8			-60	1	2		1	18								4	1		1	0	100				18				4	3	3		1				
Shrine	jungle shrine2	184	jy		1									3	3					13	13	1	1					256	256	256						1									17							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1	1							1	255	255	255		1							1	1							3	1			-235		2		1	3	184							4			1	0	100				3	184			2	2	1						310
stash	jungle object` act3	185	jx	1	1								15	2	2					1	3	1							180																							1	1	1	1					1	1	1	1	1	1															3										1	1	1	1								1	255	255	255		1															1	8			-60	1	2		1	18	11							4			1	0	100				18				51	3	2		1				
stash	jungle object` act3	186	jw	1	1								15	1	1					1	16	1							100																							1	1	1	1					1	1	1	1	1	1															3										1	1	1	1								1	255	255	255		1															1				-60	1	2		1	18	34							4			1	0	100				18				51	3	2		1				
stash	jungle object` act3	187	jv	1	1								15	2	2					1	14	1							350																							1	1	1	1					1	1	1	1	1	1															3										1	1	1	1								1	255	255	255		1															1				-60	1	2		1	18	13							4			1	0	100				18				51	3	2		1				
stash	jungle object` act3	188	ju	1	1								15	1	1					1	16	1							100																							1	1	1	1					1	1	1	1	1	1															3										1	1	1	1								1	255	255	255		1															1				-60	1	2		1	18	33							4			1	0	100				18				51	3	2		1				
Dummy	cain portal	189	tP																	1	15	9	15	1				160	200	160	160							1	1						18	19														1	1	1										14								3												1	1	1	1						1	100	100	255	1	1															2				-70		2		1									1			1	0	100	1									61						
Shrine	jungle shrine3 act 3	190	js		1									3	4					13	13	1	1					256	256	256						1									17							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1	1							1	255	255	255		1							1								2	1			-235		2		1	3	184							4			1	0	100				3	184			2	2	1						310
Shrine	jungle shrine4 act 3	191	jr		1									3	3					13	13	1	1					256	256	256						1									17							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1	1							1	255	255	255		1							1								2	1			-235		2		1	3	184							4			1	0	100				3	184			2	2	1						310
teleport pad	teleportation pad	192	7h		1									1	1					30								256								1								17											1	1	1	1	1		1	1	1	1	1	1	1																								1										1	255	255	255		1							1	1							3				-70		2		1									2			1	0	100			1	-30	-80	60	80	27	3							
LamTome	Lam Esen's Tome	193	ab		1									1	1					1	3	1						256	256	128	128	128	128	128	128																	1	1	1						1	1	1	1							1	3									1											1	1	1								1	255	255	255		1															1				-80		2		1									2			1	0	100								28	3	23						427
stair	stairsl	194	sl		1		1						15	6	10					1	9	1							256																							1	1	1	1					1	1	1	1	1	1															3											1	1	1								1	255	255	255		1															1				-60		5		1									15			1	0	100	1							47	3						1	694
stair	stairsr	195	sv		1		1						15	10	6					1	9	1							256																							1	1	1	1					1	1	1	1	1	1															3											1	1	1								1	255	255	255		1															1				-60		5		1									15			1	0	100	1							47	3						1	693
a trap	test data floortrap	196	a5											1	1					1	30	1						256	256	128	128	128	128	128	128																																													1		1	1	1							1	1	1						-18	2	1	255	255	255		1															1				-80		2		1									15			1	0	100	1							11	3	24						
Shrine	jungleshrine act 3	197	jq		1									3	3					13	13	1	1					256	256	256						1									17							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1	1							1	255	255	255		1							1								2	1			-235		2		1	3	184							4			1	0	100				3	184			2	2	1						310
chest	"chest-L-tallskinney, general chest r?"	198	c0	1	1								15	1	1					1	4	1							256																							1	1	1						1	1	1	1																	3											1	1	1								1	255	255	255		1															1	8			-60	1	2		1	18								15	1		1	0	100	1			18				4	3	3		1				
Shrine	mafistoshrine	199	mz		1									3	4					13	13	1	1					256	256	256						1									17							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1	1							1	255	255	255		1							1								2	1			-235		2		1	3	206							4			1	0	100				3	206			2	2	1						310
Shrine	mafistoshrine	200	my		1									5	3					13	13	1	1					256	256	256						1									17							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1	1							1	255	255	255		1							1								2	1			-235		2		1	3	206							4			1	0	100				3	206			2	2	1						310
Shrine	mafistoshrine	201	mx		1									4	4					13	13	1	1					160	160	256						1									17							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1	1							1	255	255	255		1							1								2	1			-235		2		1	3	206							4			1	0	100				3	206			2	2	1						310
Shrine	mafistomana	202	mw		1									3	4					1	17	1	1					256	125	256						1									17							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1	1							1	255	255	255		1															1	1			-235		2		1	2	206							4			1	0	100				2	206			2	2	1						310
stash	mafistolair	203	mv	1	1								15	1	1					1	5	1							256																							1	1	1	1					1	1	1	1	1	1															3										1	1	1	1								1	255	255	255		1															1				-60	1	2		1	18								4			1	0	100				18				14	3							
stash	box	204	mu	1	1								15	1	3					1	3	1							256																							1	1	1	1					1	1	1	1	1	1															3										1	1	1	1								1	255	255	255		1															1				-60	1	2		1	18								4			1	0	100				18				14	3							
stash	altar	205	mt	1	1								15	2	2					13	3	1						256	256							1																1	1	1	1					1	1	1	1	1	1															3										1	1	1	1								1	255	255	255		1															1				-60	1	2		1	18								4			1	0	100				18				14	3							
Shrine	mafistohealth	206	mr		1									3	4					1	17	1	1					256	125	256						1									17							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1	1							1	255	255	255		1															1	1			-200		2		1	1	206							1			1	0	100	1			1	206			2	2	1						310
dummy	water rocks in act 3 wrok	207	rw	1									15	1	1					10								128								1																1	1	1	1					1	1	1	1	1	1															3											1										1	255	255	255		1															1				-60		2		1									4			1	0	100								11	3							
Basket	basket 1	208	bd	1	1									1	1					1	9	1						256	256	256	256	256	256	256	256																	1	1		1	1	1	1	1	1								1												3										1	1	1	1								1	255	255	255		1															1	8	1	1	-70	1	2		1									4			1	0	100								3	1	2				1		
Basket	basket 2	209	bj	1	1									1	1					1	9	1						256	256	256	256	256	256	256	256																	1	1		1	1	1	1	1	1								1												3										1	1	1	1								1	255	255	255		1															1	8	1	1	-70	1	2		1									4			1	0	100								3	1	2				1		
Dummy	water logs in act 3  ne logw	210	lw	1									15	1	1					10								128								1																1	1	1	1					1	1	1	1	1	1															3											1										1	255	255	255		1															1				-60		2		1									4				0	100								11	3							
Dummy	water rocks girl in act 3 wrob	211	wb	1									15	1	1					10								128								1																1	1	1	1					1	1	1	1	1	1															3											1										1	255	255	255		1															1				-60		2		1									4				0	100								11	3							
Dummy	bubbles in act3 water	212	yb	1									15	1	1					20								160								1																								1	1	1	1	1	1															3											1										1	255	255	255		1															1				-60		2		1									4				0	100								11	3							
Dummy	water logs in act 3 logx	213	wd	1									15	1	1					10								128								1																1	1	1	1					1	1	1	1	1	1															3											1										1	255	255	255		1															1				-60		2		1									4			1	0	100								11	3							
Dummy	water rocks in act 3 rokb	214	wc	1									15	1	1					10								128								1																1	1	1	1					1	1	1	1	1	1															3											1										1	255	255	255		1															1				-60		2		1									4				0	100								11	3							
