Id	hcIdx	BaseId	NextInClass	TransLvl	NameStr	MonStatsEx	MonProp	MonType	AI	DescStr	Code	enabled	rangedtype	placespawn	spawn	spawnx	spawny	spawnmode	minion1	minion2	SetBoss	BossXfer	PartyMin	PartyMax	MinGrp	MaxGrp	sparsePopulate	Velocity	Run	Rarity	Level	Level(N)	Level(H)	MonSound	UMonSound	threat	aidel	aidel(N)	aidel(H)	aidist	aidist(N)	aidist(H)	aip1	aip1(N)	aip1(H)	aip2	aip2(N)	aip2(H)	aip3	aip3(N)	aip3(H)	aip4	aip4(N)	aip4(H)	aip5	aip5(N)	aip5(H)	aip6	aip6(N)	aip6(H)	aip7	aip7(N)	aip7(H)	aip8	aip8(N)	aip8(H)	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	Align	isSpawn	isMelee	npc	interact	inventory	inTown	lUndead	hUndead	demon	flying	opendoors	boss	primeevil	killable	switchai	noAura	nomultishot	neverCount	petIgnore	deathDmg	genericSpawn	zoo	SendSkills	Skill1	Sk1mode	Sk1lvl	Skill2	Sk2mode	Sk2lvl	Skill3	Sk3mode	Sk3lvl	Skill4	Sk4mode	Sk4lvl	Skill5	Sk5mode	Sk5lvl	Skill6	Sk6mode	Sk6lvl	Skill7	Sk7mode	Sk7lvl	Skill8	Sk8mode	Sk8lvl	Drain	Drain(N)	Drain(H)	coldeffect	coldeffect(N)	coldeffect(H)	ResDm	ResMa	ResFi	ResLi	ResCo	ResPo	ResDm(N)	ResMa(N)	ResFi(N)	ResLi(N)	ResCo(N)	ResPo(N)	ResDm(H)	ResMa(H)	ResFi(H)	ResLi(H)	ResCo(H)	ResPo(H)	DamageRegen	SkillDamage	noRatio	NoShldBlock	ToBlock	ToBlock(N)	ToBlock(H)	Crit	minHP	maxHP	AC	Exp	A1MinD	A1MaxD	A1TH	A2MinD	A2MaxD	A2TH	S1MinD	S1MaxD	S1TH	MinHP(N)	MaxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1TH(N)	A2MinD(N)	A2MaxD(N)	A2TH(N)	S1MinD(N)	S1MaxD(N)	S1TH(N)	MinHP(H)	MaxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1TH(H)	A2MinD(H)	A2MaxD(H)	A2TH(H)	S1MinD(H)	S1MaxD(H)	S1TH(H)	El1Mode	El1Type	El1Pct	El1MinD	El1MaxD	El1Dur	El1Pct(N)	El1MinD(N)	El1MaxD(N)	El1Dur(N)	El1Pct(H)	El1MinD(H)	El1MaxD(H)	El1Dur(H)	El2Mode	El2Type	El2Pct	El2MinD	El2MaxD	El2Dur	El2Pct(N)	El2MinD(N)	El2MaxD(N)	El2Dur(N)	El2Pct(H)	El2MinD(H)	El2MaxD(H)	El2Dur(H)	El3Mode	El3Type	El3Pct	El3MinD	El3MaxD	El3Dur	El3Pct(N)	El3MinD(N)	El3MaxD(N)	El3Dur(N)	El3Pct(H)	El3MinD(H)	El3MaxD(H)	El3Dur(H)	TreasureClass1	TreasureClass2	TreasureClass3	TreasureClass4	TreasureClass1(N)	TreasureClass2(N)	TreasureClass3(N)	TreasureClass4(N)	TreasureClass1(H)	TreasureClass2(H)	TreasureClass3(H)	TreasureClass4(H)	TCQuestId	TCQuestCP	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	*eol
ms478	478	ms474	ms636	4	Hell Witch	ms478		mt52	ma119		0C	1	1												4	5		12	12	1	42	64	85	mo116	mo116	10	15	14	13				90	90	90	25	25	25		30	50		8	12	90	90	90	15	14	13	80	80	80	66	66	66										1								1	1				1	1						1			sk424	S2	3	sk420	S2	3	sk309	S2	3	sk310	S2	3	sk345	S2	1										100	85	75	-50	-40	-33					80						100		25		25	66	160	25	2				50	50	50	5	95	152	107	161	47	85	138							60	90	115	145	50	90	120							60	90	115	145	50	90	120							A2	mag	100	40	75		100	40	75		100	40	75																														Act 5 Cast C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) Cast C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) Cast C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
ms479	479	ms479	ms480		OverSeer	ms479		mt53	ma120		os	1							ms453		1		2	4	1	2		4	4	1	33	58	80	mo90	mo90	10	15	14	13				250	250	250	50	50	50	50	50	50	17	17	17	7	7	7	100	100	100	50	30	30													1								1					1	1									sk290	S1	1	sk291	S2	1	sk295	A2	1	sk414	mq45	1													100	100	100	-50	-40	-33													40		33	20	120		3				43	43	43	5	380	380	84	121	62	120	126	101	205	93				150	190	90	125	60	110	135	90	160	105				150	190	90	125	60	110	135	90	160	334																																														Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
ms480	480	ms479	ms481	1	Lasher	ms480		mt53	ma120		os	1							ms454		1		2	4	1	2		4	4	1	34	59	81	mo90	mo90	10	15	14	13				250	250	250	55	55	55	50	50	50	17	17	17	7	7	7	100	100	100	50	40	40													1								1					1	1									sk290	S1	1	sk291	S2	1	sk295	A2	1	sk414	mq45	1													100	100	100	-50	-40	-33													40		33	20	130		3				44	44	44	5	379	379	84	124	60	119	125	101	201	93				150	190	90	125	60	110	135	90	160	105				150	190	90	125	60	110	135	90	160	334																																														Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
ms481	481	ms479	ms482	2	OverLord	ms481		mt53	ma120		os	1							ms455		1		2	4	1	2		5	5	1	36	61	82	mo90	mo90	10	15	14	13				250	250	250	60	60	60	50	50	50	17	17	17	7	7	7	100	100	100	50	50	50													1								1					1	1									sk290	S1	1	sk291	S2	1	sk295	A2	1	sk414	mq45	1													100	100	100	-50	-40	-33													40		33	20	140		3				47	47	47	5	379	379	84	131	61	118	125	101	201	94				150	190	90	125	60	110	135	90	160	105				150	190	90	125	60	110	135	90	160	334																																														Act 5 H2H B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
ms482	482	ms479	ms483	3	BloodBoss	ms482		mt53	ma120		os	1							ms456		1		2	4	1	2		5	5	1	37	62	83	mo90	mo90	10	15	14	13				250	250	250	65	65	65	50	50	50	17	17	17	7	7	7	100	100	100	50	45	45													1								1					1	1									sk290	S1	1	sk291	S2	1	sk295	A2	1	sk414	mq45	1													100	100	100	-50	-40	-33													40		33	20	150		3				48	48	48	5	379	379	84	135	61	122	126	105	205	93				150	190	90	125	60	110	135	90	160	105				150	190	90	125	60	110	135	90	160	334																																														Act 5 H2H B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
ms483	483	ms479	ms724	4	HellWhip	ms483		mt53	ma120		os	1							ms457		1		2	4	2	3		6	6	1	39	60	81	mo90	mo90	10	15	14	13				250	250	250	70	70	70	50	50	50	17	17	17	7	7	7	100	100	100	50	55	55													1								1					1	1									sk290	S1	1	sk291	S2	1	sk295	A2	1	sk414	mq45	1													100	100	100	-50	-40	-33													40		33	20	160		2				50	50	50	5	379	379	84	142	61	117	126	101	201	93				150	190	90	125	60	110	135	90	160	105				150	190	90	125	60	110	135	90	160	334																																														Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
ms484	484	ms484	ms485		MinionSpawner	ms484		mt0	ma121		xa	1			ms453		3	NU							1	1				1	14	58	79	mo0	mo0	11	15	15	15				100	100	100	25	25	25	100	100	100	20	22	25	25	25	25																																1										sk302	A1	1																									-50	-40	-33																							15	15	15	5	151	106	84	93										50	90	75	100										50	90	75	100																																																				Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
ms485	485	ms484	ms486	1	MinionSlayerSpawner	ms485		mt0	ma121		xa	1			ms454		3	NU							1	1				1	14	59	79	mo0	mo0	11	15	15	15				100	100	100	25	25	25	100	100	100	20	22	25	25	25	25																																1										sk302	A1	1																									-50	-40	-33																							15	15	15	5	67	107	84	93										50	90	75	100										50	90	75	100																																																				Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
ms486	486	ms484	ms487	2	MinionIce/fireBoarSpawner	ms486		mt0	ma121		xa	1			ms455		3	NU							1	1				1	14	60	80	mo0	mo0	11	15	15	15				100	100	100	25	25	25	100	100	100	20	22	25	25	25	25																																1										sk302	A1	1																									-50	-40	-33																							15	15	15	5	67	107	84	93										50	90	75	100										50	90	75	100																																																				Act 5 H2H B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
ms487	487	ms484	ms488	3	MinionIce/fireBoarSpawner	ms487		mt0	ma121		xa	1			ms456		3	NU							1	1				1	14	61	80	mo0	mo0	11	15	15	15				100	100	100	25	25	25	100	100	100	20	22	25	25	25	25																																1										sk302	A1	1																									-50	-40	-33																							15	15	15	5	67	107	84	93										50	90	75	100										50	90	75	100																																																				Act 5 H2H B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
ms488	488	ms484	ms489	4	Minionice/hellSpawnSpawner	ms488		mt0	ma121		xa	1			ms457		3	NU							1	1				1	14	62	81	mo0	mo0	11	15	15	15				100	100	100	25	25	25	100	100	100	20	22	25	25	25	25																																1										sk302	A1	1																									-50	-40	-33																							15	15	15	5	67	107	84	93										50	90	75	100										50	90	75	100																																																				Act 5 H2H B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
ms489	489	ms484	ms490	5	MinionIce/fireBoarSpawner	ms489		mt0	ma121		xa	1			ms458		3	NU							1	1				1	14	64	81	mo0	mo0	11	15	15	15				100	100	100	25	25	25	100	100	100	20	22	25	25	25	25																																1										sk302	A1	1																									-50	-40	-33																							15	15	15	5	67	107	84	93										50	90	75	100										50	90	75	100																																																				Act 5 H2H B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
ms490	490	ms484	ms491	6	MinionIce/fireBoarSpawner	ms490		mt0	ma121		xa	1			ms459		3	NU							1	1				1	14	65	82	mo0	mo0	11	15	15	15				100	100	100	25	25	25	100	100	100	20	22	25	25	25	25																																1										sk302	A1	1																									-50	-40	-33																							15	15	15	5	67	107	84	93										50	90	75	100										50	90	75	100																																																				Act 5 H2H B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
ms491	491	ms484	ms710	7	Minionice/hellSpawnSpawner	ms491		mt0	ma121		xa	1			ms460		3	NU							1	1				1	14	66	82	mo0	mo0	11	15	15	15				100	100	100	25	25	25	100	100	100	20	22	25	25	25	25																																1										sk302	A1	1																									-50	-40	-33																							15	15	15	5	67	107	84	93										50	90	75	100										50	90	75	100																																																				Act 5 H2H B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
ms492	492	ms492	ms493		Imp1	ms492		mt54	ma122		ip	1	1												3	4		7	7	1	31	58	80	mo69	mo69	11	15	14	13				25	25	25	14	14	14	10	10	10	12	12	12													ml592									1								1		1			1	1						1	1		sk330	S1	1	sk322	S2	1	sk283	S2	1	sk299	A1	1	sk282	SC	1										100	100	100	-50	-40	-33														25	100	25	33		2				30	30	30	5	45	65	84	113										45	65	110	120										45	65	110	120										A1	fire	100	40	70		100	80	110		100	90	140																														Act 5 Cast A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) Cast A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) Cast A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
ms493	493	ms492	ms494	1	Imp2	ms493		mt54	ma122		ip	1	1												3	4		7	7	1	33	60	83	mo69	mo69	10	15	14	13				5	5	5	25	25	25	45	55	65	7	7	7													ml593									1								1		1			1	1						1	1		sk330	S1	1	sk322	S2	1	sk283	S2	1	sk299	A1	1	sk282	SC	2										100	100	100	-50	-40	-33														25	105	25	33		2				32	32	32	5	45	65	84	119										45	65	110	120										45	65	110	120										A1	fire	100	40	70		100	80	110		100	90	140																														Act 5 Cast A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) Cast A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) Cast A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
ms494	494	ms492	ms495	2	Imp3	ms494		mt54	ma122		ip	1	1												3	4		7	7	1	34	59	81	mo69	mo69	10	15	14	13				10	10	10	40	40	40	22	22	22	25	30	35													ml594									1								1		1			1	1						1	1		sk330	S1	1	sk322	S2	1	sk283	S2	2	sk299	A1	1	sk282	SC	3										100	100	100	-50	-40	-33														25	110	25	33		2				33	33	33	5	45	65	84	122										45	65	110	120										45	65	110	120										A1	fire	100	40	70		100	80	110		100	90	140																														Act 5 Cast B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) Cast B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) Cast B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
ms495	495	ms492	ms496	3	Imp4	ms495		mt54	ma122		ip	1	1												3	4		7	7	1	36	62	84	mo69	mo69	10	15	14	13										13	13	13	60	65	70													ml595									1								1		1			1	1						1	1		sk330	S1	1	sk322	S2	1	sk283	S2	3	sk299	A1	1	sk282	SC	4										100	100	100	-50	-40	-33														25	115	25	33		2				35	35	35	5	45	65	84	129										45	65	110	120										45	65	110	120										A1	fire	100	40	70		100	80	110		100	90	140																														Act 5 Cast B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) Cast B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) Cast B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
ms496	496	ms492	ms688	4	Imp5	ms496		mt54	ma122		ip	1	1												3	4		7	7	1	38	63	85	mo69	mo69	10	15	14	13																												ml596									1								1		1			1	1						1	1		sk330	S1	1	sk322	S2	1	sk283	S2	3	sk299	A1	1	sk282	SC	5										100	100	100	-50	-40	-33														25	120	25	33		2				37	37	37	5	45	65	84	137										45	65	110	120										45	65	110	120										A1	fire	100	40	70		100	80	110		100	90	140																														Act 5 Cast C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) Cast C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) Cast C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
ms497	497	ms497	ms498		CatapultS	ms497		mt0	ma123		65	1													1	1					34	60	80	mo28	mo28	7	15	15	15				20	22	25																						ml406									1													1																																													1000						1000	33	20				1000									191	379	19	130										300	350	35	200										300	350	35	200																																																				Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C							1	0
ms498	498	ms497	ms499	1	CatapultE	ms498		mt0	ma123		64	1													1	1					34	60	80	mo28	mo28	7	15	15	15				20	22	25																						ml406									1													1																																													1000						1000	33	20				1000									191	379	19	130										300	350	35	200										300	350	35	200																																																				Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C							1	0
ms499	499	ms497	ms500	2	CatapultSiege	ms499		mt0	ma123		64	1													1	1					32	60	80	mo28	mo28	7	15	15	15				20	22	25																						ml406									1													1																																													1000						1000	33	20				1000									190	379	19	123										300	350	35	200										300	350	35	200																																																				Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C							1	0
ms500	500	ms497		3	CatapultW	ms500		mt0	ma123		ua	1													1	1					34	60	80	mo28	mo28	7	15	15	15				20	22	25																						ml406									1													1																																													1000						1000	33	20				1000									191	379	19	130										300	350	35	200										300	350	35	200																																																				Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C							1	0
ms501	501	ms501	ms502		Frozen Horror1	ms501		mt55	ma124		f0	1													2	3		3	3	1	37	61	82	mo61	mo61	10	15	14	13				60	65	70	40	45	50	60	60	60	10	10	10																						1													1	1						1			sk323	mq43	4																						100	85	75	-25		33					75						100		25			33	150	33	2				48	48	48	5	285	379	101	242	61	96	126							190	230	100	120	60	110	100							190	230	100	120	60	110	100																																																	Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
ms502	502	ms501	ms503	1	Frozen Horror2	ms502		mt55	ma124		f0	1													2	3		3	3	1	38	61	83	mo61	mo61	10	15	14	13				60	70	75	40	45	50	65	65	65	10	10	10																						1													1	1						1	1		sk323	mq43	4																						100	85	75	-15		33					75						100		25			33	160	33	2				49	49	49	5	284	379	101	249	59	96	125							190	230	100	120	60	110	100							190	230	100	120	60	110	100																																																	Act 5 H2H B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
ms503	503	ms501	ms504	2	Frozen Horror3	ms503		mt55	ma124		f0	1													2	3		3	3	1	39	61	84	mo61	mo61	10	15	14	13				60	75	80	40	45	50	70	70	70	10	10	10																						1													1	1						1	1		sk323	mq43	5																						100	85	75			33					75						100		25			33	170	33	2				50	50	50	5	284	379	101	256	61	93	126							190	230	100	120	60	110	100							190	230	100	120	60	110	100																																																	Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H B	Act 5 (H) Champ C	Act 5 (H) Unique C								0
ms504	504	ms501	ms505	3	Frozen Horror4	ms504		mt55	ma124		f0	1													2	3		3	3	1	40	63	84	mo61	mo61	10	15	14	13				60	80	85	40	45	50	75	75	75	10	10	10																						1													1	1						1	1		sk323	mq43	5																						100	85	75			33					75						100		25			33	180	33	2				50	50	50	5	285	379	101	263	61	97	125							190	230	100	120	60	110	100							190	230	100	120	60	110	100																																																	Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H B	Act 5 (H) Champ C	Act 5 (H) Unique C								0
ms505	505	ms501		4	Frozen Horror5	ms505		mt55	ma124		f0	1													2	3		3	3	1	41	64	85	mo61	mo61	10	15	14	13				60	85	90	40	45	50	80	80	80	10	10	10																						1													1	1						1	1		sk323	mq43	6																						100	85	75			33					75						100		25			33	190	33	2				50	50	50	5	284	379	101	271	58	97	126							190	230	100	120	60	110	100							190	230	100	120	60	110	100																																																	Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
ms506	506	ms506	ms507		Blood Lord1	ms506		mt56	ma125		L3	1													1	2		9	9	1	33	61	82	mo19	mo19	10	15	14	13				90	90	90	85	85	85	50	55	60	10	10	10																						1	1												1	1									sk328	A2	1																						100	85	75	-50	-40	-30													66	33	110	33	33	33	2				50	50	50	5	284	380	126	240	67	148	189	67	148	189				240	300	130	210	80	150	180	80	150	180				240	300	130	210	80	150	180	80	150	180																																														Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
ms507	507	ms506	ms508	1	Blood Lord2	ms507		mt56	ma125		L3	1													1	2		9	9	1	35	61	82	mo19	mo19	10	15	14	13				90	90	90	85	85	85	60	65	65	10	10	10																						1	1												1	1									sk328	A2	1																						100	85	75	-40	-30	-20													66	33	33	100	33	33	2				50	50	50	5	284	380	126	253	69	151	188	69	151	188				240	300	130	210	80	120	180	80	120	180				240	300	130	210	80	120	180	80	120	180				A1	ltng					33	60	90		33	60	90																														Act 5 H2H B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
ms508	508	ms506	ms509	2	Blood Lord3	ms508		mt56	ma125		L3	1													1	2		9	9	1	36	61	82	mo19	mo19	10	15	14	13				90	90	90	85	85	85	70	70	70	10	10	10																						1	1												1	1									sk328	A2	1																						100	85	75	-30	-20	-10													100	33	33	33	33	33	2				50	50	50	5	284	379	126	260	66	148	188	66	148	188				240	300	130	210	80	150	180	80	150	180				240	300	130	210	80	150	180	80	150	180																																														Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
ms509	509	ms506	ms510	3	Blood Lord4	ms509		mt56	ma125		L3	1													1	2		9	9	1	40	63	84	mo19	mo19	10	15	14	13				90	90	90	85	85	85	75	75	75	10	10	10																						1	1												1	1									sk328	A2	1																						100	85	75	-20	-10	-5													66	33	33	33	135	33	2				50	50	50	5	285	379	126	291	69	153	188	69	153	188				240	300	130	210	80	120	180	80	120	180				240	300	130	210	80	120	180	80	120	180				A1	cold					33	30	60	125	33	30	60	175																													Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
ms510	510	ms506	ms652	4	Blood Lord5	ms510		mt56	ma125		L3	1													1	2		9	9	1	43	65	85	mo19	mo19	10	15	14	13				90	90	90	85	85	85	80	80	80	10	10	10																						1	1												1	1									sk328	A2	1																						100	85	75																66	33	120	33	33	33	2				50	50	50	5	283	379	126	316	67	149	188	67	149	188				240	300	130	210	80	120	180	80	120	180				240	300	130	210	80	120	180	80	120	180				A1	fire					33	70	80		33	70	80																														Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
ms511	511	ms511			Larzuk	ms511		mt4	ma32		XR	1													1	1		3	3					mo81	mo81		15	15	15																																				1	1	1	1	1	1	1									1																																																									2																																																																																																											0
ms512	512	ms512			Drehya	ms512		mt4	ma32		XS	1													1	1		3	3					mo81	mo81		15	15	15																																				1	1	1	1	1	1	1									1																																																									2																																																																																																											0
ms513	513	ms513			Malah	ms513		mt4	ma32		XT	1													1	1		1	1					mo81	mo81		15	15	15																																				1	1	1	1	1	1	1									1																																																									2																																																																																																											0
ms514	514	ms514			Nihlathak Town	ms514		mt4	ma32		0J	1													1	1		2	2					mo81	mo81		15	15	15																																				1	1	1	1	1	1	1									1																																																									2																																																																																																											0
ms515	515	ms515			Qual-Kehk	ms515		mt4	ma32		XV	1													1	1		3	3					mo81	mo81		15	15	15																																				1	1	1	1	1		1									1																																																									2																																																																																																											0
ms516	516	ms516	ms517		Catapult Spotter S	ms516		mt0	ma126		k9	1													1	1								mo0	mo0		15	15	15				8	12	16	25	25	25	25	25	25	10	10	10	10	10	10																			1					1													1					sk287	A1	1	sk288	A1	1	sk303	A1	1	sk304	A1	1	sk305	A1	1																																		2																																																																																																											0
ms517	517	ms516	ms518	1	Catapult Spotter E	ms517		mt0	ma126		k9	1													1	1								mo0	mo0		15	15	15				8	12	16	25	25	25	25	25	25	10	10	10	10	10	10																			1					1													1					sk287	A1	1	sk288	A1	1	sk303	A1	1	sk304	A1	1	sk305	A1	1																																		2																																																																																																											0
ms518	518	ms516	ms519	2	Catapult Spotter Siege	ms518		mt0	ma126		k9	1													1	1								mo0	mo0		15	15	15				8	12	16	25	25	25	25	25	25	10	10	10	10	10	10																			1					1													1					sk287	A1	1	sk288	A1	1	sk303	A1	1	sk304	A1	1	sk305	A1	1																																		2																																																																																																											0
ms519	519	ms516		3	Catapult Spotter W	ms519		mt0	ma126		k9	1													1	1								mo0	mo0		15	15	15				8	12	16	25	25	25	25	25	25	10	10	10	10	10	10																			1					1													1					sk287	A1	1	sk288	A1	1	sk303	A1	1	sk304	A1	1	sk305	A1	1																																		2																																																																																																											0
ms520	520	ms520			DeckardCain	ms520		mt4	ma32		DC	1													1	1		2	2					mo81	mo81		15	15	15																																				1		1	1	1		1									1																																																									2																																																																																																											0
ms521	521	ms521			tyrael	ms521		mt0	ma54		TY	1													1	1								mo81	mo81		15	15	15																																				1		1	1	1		1									1																																																									2																																																																																																											0
ms522	522	ms522			Act 5 Combatant	ms522		mt4	ma127		0A	1													1	1		5	14		24	55	73	mo2	mo2	11	15	15	15				15	15	15	85	85	85	15	15	15																								1	1	1				1					1			1	1			1																														100	100	100	-50	-50	-50						70						70						70	2				50	50	50	5	571	761	251		32	57	252							60	80	120		50	150	140							30	50	120		50	150	140																																																																			0
ms523	523	ms523			Act 5 Combatant	ms523		mt4	ma127		0A	1													1	1		5	14		30	55	73	mo2	mo2	11	15	15	15				15	15	15	85	85	85	15	15	15																								1	1	1				1					1			1	1			1																														100	100	100	-50	-50	-50						70						70						70	2				50	50	50	5	226	355	212		90	122	251							60	80	120		50	150	140							30	50	120		50	150	140																																																																			0
ms524	524	ms524	ms525		Barricade Wall Right	ms524		mt0	ma1		A6	1													1	1					26	59	75	mo62	mo62	2	15	15	15																																					1													1				1																																								50	1000					50	1000	66	20	50		50	1000									95	152	88											250	300	35											250	300	35																																																																							0
ms525	525	ms524		1	Barricade Wall Left	ms525		mt0	ma1		AK	1													1	1					26	59	75	mo62	mo62	2	15	15	15																																					1													1				1																																								50	1000					50	1000	66	20	50		50	1000									95	152	88											250	300	35											250	300	35																																																																							0
