Name	*comment	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transform	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	etype4	etype5	divide	multiply	add
of the Vampire		100	1	1	78		66				4	28	pr65		7	8									1	cred	amul	circ													
of the Bat		1	1	1	35		27				4	28	pr65		3	3									1	cred	glov														
of Defiance		1	1	1	25		18				2	29	pr88		75	75									1	dred	tors	shld	amul	circ											
of Amelioration		1	1	1	18		13				3	29	pr88		50	50											tors	shld	amul	circ											
of Remedy		100	1	1	7		5				3	29	pr88		25	25											armo	ring	amul	circ											
of Simplicity		1	1	1	25		18				2	30	pr75		-30	-30											tors	weap	shld					rod	orb						
of Ease		1	1	1	15		11				3	30	pr75		-20	-20											tors	weap	shld					rod	orb						
of Freedom		100	1	1	1		1				3	30	pr75		-15	-15											jewl														
of Strength		1	1	1	1		1				4	31	pr7		1	2											amul	belt	club	hamm	circ										
of Might		1	1	1	10		8				3	31	pr7		3	5											amul	belt	club	hamm	circ										
of the Ox		1	1	1	26		19				3	31	pr7		6	9											amul	belt	club	hamm	circ										
of the Giant		1	1	1	42		34				3	31	pr7		10	15											amul	belt	club	hamm	circ										
of the Titan		1	1	1	58		50				3	31	pr7		16	20									1	dgld	amul	belt	club	hamm	circ										
of Atlus		100	1	1	71		63				3	31	pr7		21	30									1	dgld	amul	belt	club	hamm	circ										
of Strength		1	1	1	5		3				4	31	pr7		1	2											ring	scep	mace	tors											
of Might		1	1	1	21		15				3	31	pr7		3	5											ring	scep	mace	tors											
of the Ox		1	1	1	38		30				3	31	pr7		6	9											ring	scep	mace	tors											
of the Giant		1	1	1	55		47				3	31	pr7		10	15											ring	scep	mace	tors											
of the Titan		100	1	1	74		66				3	31	pr7		16	20									1	dgld	ring	scep	mace	tors											
of Strength		1	1	1	12		8				3	31	pr7		1	2											mele	glov	shld					blun							
of Might		1	1	1	33		25				3	31	pr7		3	5											mele	glov	shld					blun							
of the Ox		1	1	1	45		37				3	31	pr7		6	9											mele	glov	shld					blun							
of the Giant		100	1	1	59		51				3	31	pr7		10	15									1	dgld	mele	glov						blun							
of Strength		100	1	1	1		1				4	31	pr7		3	4											lcha														
of Strength		100	1	1	3		2				4	31	pr7		2	3											mcha														
of Strength		100	1	1	7		5				4	31	pr7		1	1											scha														
of Strength		100	1	1	14		10				4	31	pr7		5	6											lcha														
of Strength		100	1	1	18		13				4	31	pr7		4	5											mcha														
of Strength		100	1	1	22		16				4	31	pr7		2	2											scha														
of Virility		100	1	1	18		13				4	31	pr7		1	4											jewl														
of Pacing		1	1	1	12		8				3	35	pr76		10	10											boot	circ													
of Haste		1	1	1	22		16				4	35	pr77		20	20											boot	circ													
of Speed		1	1	1	37		29				4	35	pr78		30	30											boot	circ													
of Traveling		100	1		65		57				4	35	pr78		30	30	pr116		80	90							boot														
of Acceleration		100	1		51		43				4	35	pr78		40	40											boot														
of Inertia		100	1	1	19		14				4	35	pr78		7	7											lcha														
of Inertia		100	1	1	24		18				4	35	pr77		5	5											mcha														
of Inertia		100	1		35		27				4	35	pr76		3	3											scha														
of Self-Repair		100	1	1	3		1				3	37	pr179	3													weap	armo						thro	miss						
of Fast Repair		100	1	1	20		12				2	37	pr179	5													weap	armo						thro	miss						
of Ages		100	1		50		42				1	39	pr242														weap	armo						thro	miss						
of Replenishing		100	1	1	5		3					39	pr180	5													thro														
of Propogation		100	1	1	24		18					39	pr180	10													thro														
of the Kraken		100	1		20		1				1	41	pr143	6											1	cred	tors	amul	pelt	phlm											
of Memory		100	1		20		1				1	41	pr144	6											1	cred	circ	amul	pelt												
of the Elephant		100	1		37		7				2	41	pr143	4			pr144	2							1	cred	circ	pelt													
of Power		100			1		1				1	42	pr147	3											1	dgld	belt	amul													
of Grace		100			1		1				1	42	pr148	3											1	dgld	helm	amul													
of Grace and Power		100			1		1				1	42	pr147	1			pr148	1							1	dgld	amul														
of the Yeti		100			1		1				1	43	pr157	3											1	lblu	tors	glov	amul												
of the Phoenix		100			1		1				1	43	pr158	3											1	cred	shld	helm	amul												
of the Efreeti		100			1		1				1	43	pr159	3											1	cblu	glov	boot	ring												
of the Cobra		100			1		1				1	43	pr160	3											1	dyel	belt	ring	amul												
of the Elements		100			1		1				10	43	pr157	1			pr158	1			pr159	1			1	dgld	circ														
of Firebolts		100	1	1	16		12				1	44	pr127	36	10	8											weap							miss							
of Firebolts		100	1	1	6		4				1	44	pr126	36	5	3											weap							miss							
of Firebolts		100	1	1	20		15				1	44	pr126	36	10	4											weap							miss							
of Charged Shield		100	1	1	6		4				1	44	pr128	38	10	3											armo	ring	amul												
of Charged Shield		100	1	1	16		12				1	44	pr128	38	12	4											armo	ring	amul												
of Charged Shield		100	1	1	26		19				1	44	pr128	38	14	5											armo	ring	amul												
of Icebolt		100	1	1	6		4				1	44	pr126	39	5	3									1	lblu	weap							miss							
of Frozen Armor		100										44																													
of Static Field		100										44																													
of Telekinesis		100	1	1								44																													
of Frost Shield		100	1	1	12		9				1	44	pr128	44	5	3									1	lblu	armo	amul													
of Ice Blast		100										44																													
of Blaze		100										44																													
of Fire Ball		100										44																													
of Nova		100	1	1	18		13				1	44	pr127	48	10	3									1	cblu	weap							miss							
of Nova		100	1	1	28		21				1	44	pr127	48	12	4									1	cblu	weap							miss							
of Nova Shield		100	1	1	18		13				1	44	pr128	48	10	3									1	cblu	armo	ring													
of Nova Shield		100	1	1	28		21				1	44	pr128	48	12	4									1	cblu	armo	ring													
of Nova Shield		100	1	1	38		28				1	44	pr128	48	14	5									1	cblu	armo	ring													
of Lightning		100	1	1	18		13				1	44	pr126	49	5	3									1	cblu	weap							miss							
of Lightning		100			12		18		sor	9	1	44	pr243	49	50	1									1	cblu	weap														
of Shiver Armor		100										44																													
of Fire Wall		100										44																													
of Enchant		100										44																													
of Chain Lightning		100	1	1	25		18				1	44	pr126	53	5	3											weap	ring	amul					miss							
of Chain Lightning		100	1	1	35		26				1	44	pr126	53	8	3											weap	ring	amul					miss							
of Chain Lightning		100	1	1	45		33				1	44	pr126	53	8	5											weap	ring	amul					miss							
of Teleport Shield		100			25		18				1	44	pr128	54	10	3									1	whit	armo	ring	amul												
of Teleport Shield		100			35		26				1	44	pr128	54	14	3									1	whit	armo	ring	amul												
of Teleport Shield		100			45		33				1	44	pr128	54	18	3									1	whit	armo	ring	amul												
of Glacial Spike		100										44																													
of Meteor		100										44																													
of Thunder Storm		100										44																													
of Energy Shield		100										44																													
of Blizzard		100										44																													
of Chilling Armor		100										44																													
of Hydra Shield		100	1	1	40		30				1	44	pr128	62	10	3									1	cred	amul														
of Frozen Orb		100										44																													
of Dawn		100			30		22					45	pr195	3	10	40																									
of Sunlight		100			30		22					45	pr195		-10	60																									
of Magic Arrows		100	1	1	12		11		ama	1	1	44	pr243	6	-30	-10											miss	abow													
of Magic Arrows		100			35		28		ama	3	1	44	pr243	6	-20	-6											glov														
of Fire Arrows		100			13		12		ama	1	1	44	pr243	7	-30	-10											miss	abow													
of Fire Arrows		100	1	1	40		32		ama	3	1	44	pr243	7	-20	-6											glov														
of Inner Sight		100	1	1	18		14		ama	2	1	44	pr243	8	-30	-6											amul	amaz	circ												
of Inner Sight		100	1	1	50		42		ama	5	1	44	pr243	8	-20	-4											glov														
of Jabbing		100			24		18		ama	3	1	44	pr243	10	-60	-7											spea	aspe													
of Jabbing		100			50		42		ama	5	1	44	pr243	10	-20	-4											glov														
of Cold Arrows		100	1	1	15		16		ama	6	1	44	pr243	11	-30	-8											miss	abow													
of Cold Arrows		100	1	1	47		39		ama	9	1	44	pr243	11	-20	-5											glov														
of Multiple Shot		100	1	1	18		19		ama	6	1	44	pr243	12	-30	-8											miss	abow													
of Multiple Shot		100	1	1	63		55		ama	12	1	44	pr243	12	-20	-4											glov														
of Power Strike		100	1	1	12		13		ama	6	1	44	pr243	14	-60	-6											spea	aspe													
of Power Strike		100	1	1	55		47		ama	9	1	44	pr243	14	-20	-4											glov														
of Poison Jab		100			17		18		ama	6	1	44	pr243	15	-60	-6											amul	circ													
of Poison Jab		100			67		59		ama	13	1	44	pr243	15	-20	-3											glov														
of Exploding Arrows		100	1	1	30		26		ama	12	1	44	pr243	16	-30	-6											miss	abow													
of Exploding Arrows		100	1	1	69		61		ama	17	1	44	pr243	16	-20	-4											glov														
of Slow Missiles		100			33		27		ama	12	1	44	pr243	17	-30	-5											amaz														
of Slow Missiles		100			68		60		ama	15	1	44	pr243	17	-20	-3											glov	amul													
of Impaling Strike		100			24		18		ama	12	1	44	pr243	19	-60	-6											spea	aspe													
of Impaling Strike		100			59		51		ama	15	1	44	pr243	19	-20	-4											glov														
of Lightning Javelin		100			25		18		ama	12	1	44	pr243	20	-60	-6											amul	circ													
of Lightning Javelin		100			70		62		ama	17	1	44	pr243	20	-20	-3											glov														
of Ice Arrows		100	1	1	36		28		ama	18	1	44	pr243	21	-30	-5											miss	abow													
of Ice Arrows		100	1	1	72		64		ama	22	1	44	pr243	21	-20	-3											glov														
of Guided Arrows		100			34		26		ama	18	1	44	pr243	22	-30	-5											miss	abow													
of Guided Arrows		100			69		61		ama	21	1	44	pr243	22	-20	-3											glov														
of Charged Strike		100	1	1	33		25		ama	18	1	44	pr243	24	-60	-5											spea	aspe													
of Charged Strike		100	1	1	68		60		ama	21	1	44	pr243	24	-20	-3											glov														
of Plague Jab		100			35		27		ama	18	1	44	pr243	25	-60	-5											amul	circ													
of Plague Jab		100			71		63		ama	22	1	44	pr243	25	-20	-3											glov														
of Immolating Arrows		100			42		36		ama	24	1	44	pr243	27	-30	-4											miss	abow													
of Immolating Arrows		100			85		77		ama	27	1	44	pr243	27	-20	-2											glov														
of Fending		100			41		35		ama	24	1	44	pr243	30	-60	-5											spea	aspe													
of Fending		100			83		75		ama	26	1	44	pr243	30	-20	-3											glov														
of Freezing Arrows		100	1	1	50		42		ama	30	1	44	pr243	31	-30	-4											miss	abow													
of Freezing Arrows		100	1	1	94		86		ama	33	1	44	pr243	31	-20	-2											glov														
of Lightning Strike		100	1	1	47		39		ama	30	1	44	pr243	34	-60	-4											spea	aspe													
of Lightning Strike		100	1	1	90		82		ama	32	1	44	pr243	34	-20	-2											glov														
of Lightning Fury		100			49		41		ama	30	1	44	pr243	35	-60	-4											amul	circ													
of Lightning Fury		100			92		84		ama	33	1	44	pr243	35	-20	-2											glov														
of Fire Bolts		100	1	1	7		7		sor	1	1	44	pr243	36	-30	-10											staf	orb													
of Fire Bolts		100	1	1	14		14		sor	1	1	44	pr243	36	-20	-6											swor	ring	circ												
of Charged Bolts		100	1	1	7		7		sor	1	1	44	pr243	38	-30	-10											staf	orb													
of Charged Bolts		100	1	1	14		14		sor	1	1	44	pr243	38	-20	-6											hamm	mace	scep	ring	circ										
of Ice Bolts		100	1	1	7		7		sor	1	1	44	pr243	39	-30	-10											staf	orb													
of Ice Bolts		100	1	1	14		14		sor	1	1	44	pr243	39	-20	-6											knif														
of Frozen Armor		100			7		7		sor	1	1	44	pr243	40	-30	-10											staf	orb													
of Frozen Armor		100			14		14		sor	1	1	44	pr243	40	-20	-6											knif	tors													
of Static Field		100			12		12		sor	6	1	44	pr243	42	-30	-8											staf	orb													
of Static Field		100			24		24		sor	6	1	44	pr243	42	-20	-5											hamm	mace	scep	ring	circ										
of Telekinesis		100	1	1	12		12		sor	6	1	44	pr243	43	-30	-8											staf	orb													
of Telekinesis		100	1	1	24		24		sor	6	1	44	pr243	43	-20	-5											hamm	mace	scep	ring	circ										
of Frost Novas		100	1	1	12		12		sor	6	1	44	pr243	44	-30	-8											staf	orb													
of Frost Novas		100	1	1	24		24		sor	6	1	44	pr243	44	-20	-5											knif	amul	circ												
of Ice Blasts		100	1	1	12		12		sor	6	1	44	pr243	45	-30	-8											staf	orb													
of Ice Blasts		100	1	1	24		24		sor	6	1	44	pr243	45	-20	-5											hamm	mace	scep	ring	circ										
of Blazing		100			18		18		sor	12	1	44	pr243	46	-30	-7											staf	orb													
of Blazing		100			36		36		sor	12	1	44	pr243	46	-20	-4											boot														
of Fire Balls		100	1	1	18		18		sor	12	1	44	pr243	47	-30	-7											staf	orb													
of Fire Balls		100	1	1	36		36		sor	12	1	44	pr243	47	-20	-4											spea	wand													
of Novas		100	1	1	18		18		sor	12	1	44	pr243	48	-30	-7											staf	orb													
of Novas		100	1	1	36		36		sor	12	1	44	pr243	48	-20	-4											shld														
of Lightning		100	1	1	18		18		sor	12	1	44	pr243	49	-30	-7											staf	orb													
of Lightning		100	1	1	36		36		sor	12	1	44	pr243	49	-20	-4											axe	hamm													
of Shiver Armor		100			18		18		sor	12	1	44	pr243	50	-30	-7											staf	orb													
of Shiver Armor		100			36		36		sor	12	1	44	pr243	50	-20	-4											knif	tors													
of Fire Walls		100			24		24		sor	18	1	44	pr243	51	-30	-6											staf	orb													
of Fire Walls		100			48		48		sor	18	1	44	pr243	51	-20	-3											pole														
of Enchantment		100	1	1	24		24		sor	18	1	44	pr243	52	-20	-3											staf	orb													
of Enchantment		100	1	1	48		48		sor	18	1	44	pr243	52	-10	-1											mele														
of Chain Lightning		100	1	1	24		24		sor	18	1	44	pr243	53	-30	-6											staf	orb													
of Chain Lightning		100	1	1	48		48		sor	18	1	44	pr243	53	-20	-3											spea														
of Teleportation		100	1	1	24		24		sor	18	1	44	pr243	54	-30	-6											staf	orb													
of Teleportation		100	1	1	48		48		sor	18	1	44	pr243	54	-20	-3											amul	circ													
of Glacial Spikes		100	1	1	24		24		sor	18	1	44	pr243	55	-30	-6											staf	orb													
of Glacial Spikes		100	1	1	48		48		sor	18	1	44	pr243	55	-20	-3											knif														
of Meteors		100	1	1	30		30		sor	24	1	44	pr243	56	-30	-5											staf	orb													
of Meteors		100	1	1	60		60		sor	24	1	44	pr243	56	-20	-2											knif	club													
of Thunder Storm		100			30		30		sor	24	1	44	pr243	57	-30	-5											staf	orb													
of Thunder Storm		100			60		60		sor	24	1	44	pr243	57	-20	-2											hamm	club													
of Energy Shield		100			30		30		sor	24	1	44	pr243	58	-30	-5											staf	orb													
of Energy Shield		100			60		60		sor	24	1	44	pr243	58	-20	-2											helm														
of Blizzards		100	1	1	30		30		sor	24	1	44	pr243	59	-30	-5											staf	orb													
of Blizzards		100	1	1	60		60		sor	24	1	44	pr243	59	-20	-2											knif														
of Chilling Armor		100			30		30		sor	24	1	44	pr243	60	-30	-5											staf	orb													
of Chilling Armor		100			60		60		sor	24	1	44	pr243	60	-20	-2											tors														
of Hydras		100			36		36		sor	30	1	44	pr243	62	-30	-3											staf	orb													
of Hydras		100			72		72		sor	30	1	44	pr243	62	-20	-1											club														
of Frozen Orbs		100	1	1	36		36		sor	30	1	44	pr243	64	-30	-3											staf	orb													
of Frozen Orbs		100	1	1	72		72		sor	30	1	44	pr243	64	-20	-1											knif														
of Amplify Damage		100			7		7		nec	1	1	44	pr243	442	-60	-10											wand	knif	head												
of Amplify Damage		100			14		14		nec	1	1	44	pr243	442	-20	-6											blun														
of Teeth		100	1	1	7		7		nec	1	1	44	pr243	67	-60	-10											wand	knif	head												
of Teeth		100	1	1	14		14		nec	1	1	44	pr243	67	-20	-6											swor														
of Bone Armor		100			7		7		nec	1	1	44	pr243	68	-60	-10											wand	knif	head												
of Bone Armor		100			14		14		nec	1	1	44	pr243	68	-20	-6											tors														
of Raise Skeletons		100			7		7		nec	1	1	44	pr243	70	-60	-10											wand	knif	head												
of Raise Skeletons		100			14		14		nec	1	1	44	pr243	70	-20	-6											amul	circ													
of Dim Vision		100	1	1	12		12		nec	6	1	44	pr243	71	-60	-8											wand	knif	head												
of Dim Vision		100	1	1	24		24		nec	6	1	44	pr243	71	-20	-5											ring	circ													
of Weaken		100	1	1	12		12		nec	6	1	44	pr243	443	-60	-8											wand	knif	head												
of Weaken		100	1	1	24		24		nec	6	1	44	pr243	443	-20	-5											glov														
of Poison Dagger		100	1	1	12		12		nec	6	1	44	pr243	73	-60	-8											knif	head													
of Poison Dagger		100	1	1	24		24		nec	6	1	44	pr243	73	-20	-5											glov	ring	circ												
of Corpse Explosions		100			12		12		nec	6	1	44	pr243	74	-60	-8											wand	knif	head												
of Corpse Explosions		100			24		24		nec	6	1	44	pr243	74	-20	-5											club														
of Clay Golem Summoning		100			12		12		nec	6	1	44	pr243	75	-60	-8											wand	knif	head												
of Clay Golem Summoning		100			24		24		nec	6	1	44	pr243	75	-20	-5											amul	circ													
of Iron Maiden		100			18		18		nec	12	1	44	pr243	444	-60	-7											wand	knif	head												
of Iron Maiden		100			36		36		nec	12	1	44	pr243	444	-20	-4											shld														
of Terror		100	1	1	18		18		nec	12	1	44	pr243	77	-60	-7											wand	knif	head												
of Terror		100	1	1	36		36		nec	12	1	44	pr243	77	-20	-4											shld														
of Bone Walls		100			18		18		nec	12	1	44	pr243	78	-60	-7											wand	knif	head												
of Bone Walls		100			36		36		nec	12	1	44	pr243	78	-20	-4											club	mace	scep												
of Raise Skeletal Mages		100			18		18		nec	12	1	44	pr243	80	-60	-7											wand	knif	head												
of Raise Skeletal Mages		100			36		36		nec	12	1	44	pr243	80	-20	-4											amul	circ													
of Confusion		100	1	1	24		24		nec	18	1	44	pr243	81	-60	-6											wand	knif	head												
of Confusion		100	1	1	48		48		nec	18	1	44	pr243	81	-20	-3											ring	circ													
of Life Tap		100	1	1	24		24		nec	18	1	44	pr243	445	-60	-6											wand	knif	head												
of Life Tap		100	1	1	48		48		nec	18	1	44	pr243	445	-20	-3											axe														
of Poison Explosion		100			24		24		nec	18	1	44	pr243	83	-60	-6											wand	knif	head												
of Poison Explosion		100			48		48		nec	18	1	44	pr243	83	-20	-3											blun														
of Bone Spears		100	1	1	24		24		nec	18	1	44	pr243	84	-60	-6											wand	knif	head												
of Bone Spears		100	1	1	48		48		nec	18	1	44	pr243	84	-20	-3											spea														
of Blood Golem Summoning		100			24		24		nec	18	1	44	pr243	85	-60	-6											wand	knif	head												
of Blood Golem Summoning		100			48		48		nec	18	1	44	pr243	85	-20	-3											axe														
of Attraction		100	1	1	30		30		nec	24	1	44	pr243	86	-60	-5											wand	knif	head												
of Attraction		100	1	1	60		60		nec	24	1	44	pr243	86	-20	-2											ring	amul	circ												
of Decrepification		100			30		30		nec	24	1	44	pr243	446	-60	-5											wand	knif	head												
of Decrepification		100			60		60		nec	24	1	44	pr243	446	-20	-2											shld														
of Bone Imprisonment		100			30		30		nec	24	1	44	pr243	88	-60	-5											wand	knif	head												
of Bone Imprisonment		100			60		60		nec	24	1	44	pr243	88	-20	-2											mace	scep													
of Iron Golem Creation		100			30		30		nec	24	1	44	pr243	90	-60	-5											wand	knif	head												
of Iron Golem Creation		100			60		60		nec	24	1	44	pr243	90	-20	-2											swor														
of Lower Resistance		100	1	1	36		36		nec	30	1	44	pr243	447	-60	-3											wand	knif	head												
of Lower Resistance		100	1	1	72		72		nec	30	1	44	pr243	447	-20	-1											staf														
of Poison Novas		100	1	1	36		36		nec	30	1	44	pr243	92	-60	-3											wand	knif	head												
of Poison Novas		100	1	1	72		72		nec	30	1	44	pr243	92	-20	-1											glov														
of Bone Spirits		100	1	1	36		36		nec	30	1	44	pr243	93	-60	-3											wand	knif	head												
of Bone Spirits		100	1	1	72		72		nec	30	1	44	pr243	93	-20	-1											amul	circ													
of Fire Golem Summoning		100			36		36		nec	30	1	44	pr243	94	-60	-3											wand	knif	head												
of Fire Golem Summoning		100			72		72		nec	30	1	44	pr243	94	-20	-1											hamm														
of Revivification		100			36		36		nec	30	1	44	pr243	95	-60	-3											wand	knif	head												
of Revivification		100			72		72		nec	30	1	44	pr243	95	-20	-1											pole														
of Sacrifice		100	1	1	7		7		pal	1	1	44	pr243	96	-30	-10											scep	ashd													
of Sacrifice		100	1	1	14		14		pal	1	1	44	pr243	96	-20	-6											mele							scep							
of Holy Bolts		100	1	1	12		12		pal	6	1	44	pr243	101	-30	-8											scep	ashd													
of Holy Bolts		100	1	1	24		24		pal	6	1	44	pr243	101	-20	-5											amul	circ													
of Zeal		100	1	1	18		18		pal	12	1	44	pr243	106	-30	-7											scep	ashd													
of Zeal		100	1	1	36		36		pal	12	1	44	pr243	106	-20	-4											mele							scep							
of Vengeance		100	1	1	24		24		pal	18	1	44	pr243	111	-30	-6											scep	ashd													
of Vengeance		100	1	1	48		48		pal	18	1	44	pr243	111	-20	-3											swor	axe													
of Blessed Hammers		100	1	1	24		24		pal	18	1	44	pr243	112	-30	-6											scep	ashd													
of Blessed Hammers		100	1	1	48		48		pal	18	1	44	pr243	112	-20	-3											hamm														
of Conversion		100			30		30		pal	24	1	44	pr243	116	-30	-5											scep	ashd													
of Conversion		100			60		60		pal	24	1	44	pr243	116	-20	-2											blun							scep							
of Fist of the Heavens		100			36		36		pal	30	1	44	pr243	121	-30	-3											scep	ashd													
of Fist of the Heavens		100			72		72		pal	30	1	44	pr243	121	-20	-1											glov														
of Bashing		100	1	1	7		7		bar	1	1	44	pr243	126	-60	-10											phlm														
of Bashing		100	1	1	14		14		bar	1	1	44	pr243	126	-20	-6											mele							staf	wand	orb					
of Howling		100			7		7		bar	1	1	44	pr243	130	-60	-10											phlm														
of Howling		100			14		14		bar	1	1	44	pr243	130	-20	-6																									
of Potion Finding		100			7		7		bar	1	1	44	pr243	131	-60	-10											phlm														
of Potion Finding		100			14		14		bar	1	1	44	pr243	131	-20	-6																									
of Taunting		100			12		12		bar	6	1	44	pr243	137	-60	-8											phlm														
of Taunting		100			24		24		bar	6	1	44	pr243	137	-20	-5																									
of Shouting		100			12		12		bar	6	1	44	pr243	138	-60	-8											phlm														
of Shouting		100			24		24		bar	6	1	44	pr243	138	-20	-5																									
of Stunning		100	1	1	18		18		bar	12	1	44	pr243	139	-60	-7											phlm							staf	wand	orb					
of Stunning		100	1	1	36		36		bar	12	1	44	pr243	139	-20	-4											mele														
of Item Finding		100			18		18		bar	12	1	44	pr243	142	-60	-7											phlm														
of Item Finding		100			36		36		bar	12	1	44	pr243	142	-20	-4																									
of Concentration		100	1	1	24		24		bar	18	1	44	pr243	144	-60	-6											phlm														
of Concentration		100	1	1	48		48		bar	18	1	44	pr243	144	-20	-3											mele							staf	wand	orb					
of Battle Cry		100			24		24		bar	18	1	44	pr243	146	-60	-6											phlm														
of Battle Cry		100			48		48		bar	18	1	44	pr243	146	-20	-3																									
of Battle Orders		100			30		30		bar	24	1	44	pr243	149	-60	-5											phlm														
of Battle Orders		100			60		60		bar	24	1	44	pr243	149	-20	-2																									
of Grim Ward		100	1	1	30		30		bar	24	1	44	pr243	150	-60	-5											phlm														
of Grim Ward		100	1	1	60		60		bar	24	1	44	pr243	150	-20	-2											amul														
of War Cry		100			36		36		bar	30	1	44	pr243	154	-60	-3											phlm														
of War Cry		100			72		72		bar	30	1	44	pr243	154	-20	-1																									
of Battle Command		100			36		36		bar	30	1	44	pr243	155	-60	-3											phlm														
of Battle Command		100			72		72		bar	30	1	44	pr243	155	-20	-1																									
of Firestorms		100	1	1	7		7		dru	1	1	44	pr243	225	-30	-10											club														
of Firestorms		100	1	1	14		14		dru	1	1	44	pr243	225	-20	-6											staf														
of Molten Boulders		100			12		12		dru	6	1	44	pr243	229	-30	-8											club														
of Molten Boulders		100			24		24		dru	6	1	44	pr243	229	-20	-5											mace														
of Eruption		100	1	1	18		18		dru	12	1	44	pr243	234	-30	-7											club														
of Eruption		100	1	1	36		36		dru	12	1	44	pr243	234	-20	-4											staf														
of Cyclone Armor		100			18		18		dru	12	1	44	pr243	235	-30	-7											club														
of Cyclone Armor		100			36		36		dru	12	1	44	pr243	235	-20	-4											tors														
of Twister		100	1	1	24		24		dru	18	1	44	pr243	240	-30	-6											club														
of Twister		100	1	1	48		48		dru	18	1	44	pr243	240	-20	-3											amul	circ													
of Volcano		100	1	1	30		30		dru	24	1	44	pr243	244	-30	-6											club														
of Volcano		100	1	1	60		60		dru	24	1	44	pr243	244	-20	-3											hamm														
of Tornado		100	1	1	30		30		dru	24	1	44	pr243	245	-30	-5											club														
of Tornado		100	1	1	60		60		dru	24	1	44	pr243	245	-20	-2											amul	circ													
of Armageddon		100			36		36		dru	30	1	44	pr243	249	-30	-3											club														
of Armageddon		100			72		72		dru	30	1	44	pr243	249	-20	-1											staf														
of Hurricane		100			36		36		dru	30	1	44	pr243	250	-30	-3											club														
of Hurricane		100			72		72		dru	30	1	44	pr243	250	-20	-1											amul	circ													
of Damage Amplification		100	1	1	15		15				1	44	pr127	442	8	15											weap							orb							
of the Icicle		100	1	1	37		29				2	10	pr17		2	3	pr18		6	10	pr19		50	50	1	dblu	jewl														
of the Glacier		100	1		58		50				2	10	pr17		4	5	pr18		11	15	pr19		50	50	1	dblu	jewl														
of Fire		100	1	1	36		28				2	12	pr20		4	10	pr21		11	30					1	dred	jewl														
of Burning		100	1	1	57		49				2	12	pr20		11	25	pr21		31	50					1	dred	jewl														
of Lightning		100	1	1	36		28				2	13	pr22		1	1	pr23		21	60					1	dyel	jewl														
of Thunder		100	1	1	57		49				2	13	pr22		1	1	pr23		61	100					1	dyel	jewl														
of Daring		100	1	1	19		14				3	17	pr8		4	6											jewl														
of Daring		100	1	1	36		28				3	17	pr8		7	9											jewl														
of Knowledge		100	1	1	24		18				3	23	pr10		4	6											jewl														
of Knowledge		100	1	1	41		33				3	23	pr10		7	9											jewl														
of Virility		100	1	1	33		25				4	31	pr7		5	6											jewl														
of Virility		100	1	1	50		42				4	31	pr7		7	9											jewl														
of Readiness		1	1	1	20		15				2	7	pr55		10	10											glov														
of Craftsmanship		100	1	1	1		1				4	14	pr28		1	1											lcha														
of Quality		100	1	1	41		33				4	14	pr28		2	2											lcha														
of Maiming		100	1		71		63				4	14	pr28		3	4											lcha														
of Craftsmanship		100	1	1	26		19				4	14	pr28		1	1											mcha														
of Quality		100	1		56		48				4	14	pr28		2	2											mcha														
of Craftsmanship		100	1	1	85		77				4	14	pr28		1	1											scha														
of Blight		100	1	1	1		1				2	16	pr138	75	21	21											lcha														
of Venom		100	1	1	6		4				1	16	pr138	100	39	39											lcha														
of Pestilence		100	1	1	14		10				1	16	pr138	125	52	52									1	dgrn	lcha														
of Anthrax		100	1		21		15				1	16	pr138	150	86	86									1	dgrn	lcha														
of Blight		100	1	1	5		3				2	16	pr138	75	21	21											mcha														
of Venom		100	1	1	13		9				1	16	pr138	100	39	39											mcha														
of Pestilence		100	1	1	23		17				1	16	pr138	125	52	52									1	dgrn	mcha														
of Anthrax		100	1		33		25				1	16	pr138	150	86	86									1	dgrn	mcha														
of Blight		100	1	1	9		6				2	16	pr138	75	21	21											scha														
of Venom		100	1	1	20		15				1	16	pr138	100	39	39											scha														
of Pestilence		100	1	1	32		24				1	16	pr138	125	52	52									1	dgrn	scha														
of Anthrax		100	1		44		36				1	16	pr138	150	86	86									1	dgrn	scha														
of Frost		100	1	1	5		3				2	10	pr17		1	1	pr18		2	2	pr19		25	25			lcha														
of the Icicle		100	1	1	8		6				1	10	pr17		2	2	pr18		3	4	pr19		25	25			lcha														
of the Glacier		100	1	1	15		11				1	10	pr17		3	3	pr18		5	7	pr19		25	25	1	dblu	lcha														
of Winter		100	1		23		17				1	10	pr17		4	6	pr18		8	11	pr19		25	25	1	dblu	lcha														
of Frost		100	1	1	9		6				2	10	pr17		1	1	pr18		2	3	pr19		25	25			mcha														
of the Icicle		100	1	1	15		11				1	10	pr17		2	2	pr18		4	5	pr19		25	25			mcha														
of the Glacier		100	1	1	25		18				1	10	pr17		3	3	pr18		6	8	pr19		25	25	1	dblu	mcha														
of Winter		100	1		35		27				1	10	pr17		4	6	pr18		9	12	pr19		25	25	1	dblu	mcha														
of Frost		100	1	1	14		10				2	10	pr17		1	1	pr18		2	2	pr19		25	25			scha														
